,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
198,AP001553,Unassigned,Unassigned,Unassigned,11_0,Clustered,21,VC_11_0,21,0.2304,1.0,0.2304,0,0,0,0.9857
199,AP004402,Unassigned,Unassigned,Unassigned,42_1,Clustered,35,VC_42_1,35,0.4219,1.0,0.4219,0,0,0,1.0
200,AP005153,Unassigned,Unassigned,Unassigned,42_1,Clustered,35,VC_42_1,35,0.4219,1.0,0.4219,0,0,0,1.0
201,AP005154,Unassigned,Unassigned,Unassigned,42_1,Clustered,35,VC_42_1,35,0.4219,1.0,0.4219,0,0,0,1.0
202,AP008953,Unassigned,Unassigned,Unassigned,9_0,Clustered,39,VC_9_0,39,0.4935,1.0,0.4935,0,0,0,1.0
203,AP008954,Unassigned,Unassigned,Unassigned,11_1,Clustered,24,VC_11_1,24,0.2714,1.0,0.2714,0,0,0,0.9384
204,AP008979,Unassigned,Unassigned,Unassigned,125_0,Clustered,10,VC_125_0,10,0.464,1.0,0.464,0,0,0,0.7556
205,AP008983,Unassigned,Unassigned,Unassigned,212_1,Clustered/Singleton,1,VC_212_1,1,0.0,0.0,0.0,0,0,0,1.0
206,AP008986,Unassigned,Unassigned,Unassigned,391_0,Clustered,18,VC_391_0,18,0.6765,1.0,0.6765,0,0,0,1.0
207,AP009146,Unassigned,Unassigned,Unassigned,66_0,Clustered,2,VC_66_0,2,0.1201,0.9133165,0.1097,0,0,0,1.0
208,AP009363,Unassigned,Unassigned,Unassigned,8_0,Clustered,69,VC_8_0,69,0.8286,1.0,0.8286,0,0,0,0.9275
209,AP009390,Unassigned,Unassigned,Unassigned,99_0,Clustered,24,VC_99_0,24,0.5987,1.0,0.5987,0,0,0,1.0
210,AP009624,Unassigned,Unassigned,Unassigned,307_1,Clustered/Singleton,1,VC_307_1,1,0.0,0.0,0.0,0,0,0,1.0
211,AP011113,Unassigned,Unassigned,Unassigned,296_19,Clustered/Singleton,1,VC_296_19,1,0.0,0.0,0.0,0,0,0,1.0
212,AP011616,Unassigned,Unassigned,Unassigned,503_0,Clustered,4,VC_503_0,4,0.9588,0.9985103,0.9574,0,0,0,1.0
213,AP011617,Unassigned,Unassigned,Unassigned,503_0,Clustered,4,VC_503_0,4,0.9588,0.9985103,0.9574,0,0,0,1.0
214,AP011955,Unassigned,Unassigned,Unassigned,10_0,Clustered,25,VC_10_0,25,0.3405,1.0,0.3405,0,0,0,0.97
215,AP011956,Unassigned,Unassigned,Unassigned,10_0,Clustered,25,VC_10_0,25,0.3405,1.0,0.3405,0,0,0,0.97
216,AP012341,Unassigned,Unassigned,Unassigned,8_0,Clustered,69,VC_8_0,69,0.8286,1.0,0.8286,0,0,0,0.9275
217,AP012529,Unassigned,Unassigned,Unassigned,42_1,Clustered,35,VC_42_1,35,0.4219,1.0,0.4219,0,0,0,1.0
218,AP012530,Unassigned,Unassigned,Unassigned,37_3,Clustered,10,VC_37_3,10,0.108,1.0,0.108,0,0,0,0.8222
219,AP012531,Unassigned,Unassigned,Unassigned,42_1,Clustered,35,VC_42_1,35,0.4219,1.0,0.4219,0,0,0,1.0
220,AP012532,Unassigned,Unassigned,Unassigned,42_1,Clustered,35,VC_42_1,35,0.4219,1.0,0.4219,0,0,0,1.0
221,AP012533,Unassigned,Unassigned,Unassigned,42_2,Clustered,9,VC_42_2,9,0.0601,1.0,0.0601,0,0,0,0.75
222,AP012535,Unassigned,Unassigned,Unassigned,42_1,Clustered,35,VC_42_1,35,0.4219,1.0,0.4219,0,0,0,1.0
223,AP012538,Unassigned,Unassigned,Unassigned,37_3,Clustered,10,VC_37_3,10,0.108,1.0,0.108,0,0,0,0.8222
224,AP012539,Unassigned,Unassigned,Unassigned,37_3,Clustered,10,VC_37_3,10,0.108,1.0,0.108,0,0,0,0.8222
225,AP012540,Unassigned,Unassigned,Unassigned,37_3,Clustered,10,VC_37_3,10,0.108,1.0,0.108,0,0,0,0.8222
226,AP013029,Unassigned,Unassigned,Unassigned,91_0,Clustered,22,VC_91_0,22,0.3203,1.0,0.3203,0,0,0,0.7835
227,AP013057,Unassigned,Unassigned,Unassigned,133_0,Clustered,3,VC_133_0,3,0.1078,0.99658594,0.1074,0,0,0,1.0
228,AP013538,Unassigned,Unassigned,Unassigned,359_0,Clustered,32,VC_359_0,32,0.9861,1.0,0.9861,0,0,0,1.0
229,AP013539,Unassigned,Unassigned,Unassigned,359_0,Clustered,32,VC_359_0,32,0.9861,1.0,0.9861,0,0,0,1.0
230,AP013541,Unassigned,Unassigned,Unassigned,506_0,Clustered,19,VC_506_0,19,0.5114,1.0,0.5114,0,0,0,1.0
231,AP013542,Unassigned,Unassigned,Unassigned,506_0,Clustered,19,VC_506_0,19,0.5114,1.0,0.5114,0,0,0,1.0
232,AP013544,Unassigned,Unassigned,Unassigned,507_0,Clustered,15,VC_507_0,15,0.1918,1.0,0.1918,0,0,0,1.0
233,AP013545,Unassigned,Unassigned,Unassigned,506_0,Clustered,19,VC_506_0,19,0.5114,1.0,0.5114,0,0,0,1.0
234,AP013546,Unassigned,Unassigned,Unassigned,508_0,Clustered,4,VC_508_0,4,0.3146,0.99996738,0.3146,0,0,0,1.0
235,AP013547,Unassigned,Unassigned,Unassigned,508_0,Clustered,4,VC_508_0,4,0.3146,0.99996738,0.3146,0,0,0,1.0
236,AP013548,Unassigned,Unassigned,Unassigned,508_0,Clustered,4,VC_508_0,4,0.3146,0.99996738,0.3146,0,0,0,1.0
237,AP014714,Unassigned,Unassigned,Unassigned,522_0,Clustered,2,VC_522_0,2,0.0097,0.90771962,0.0088,0,0,0,1.0
238,AP014715,Unassigned,Unassigned,Unassigned,522_0,Clustered,2,VC_522_0,2,0.0097,0.90771962,0.0088,0,0,0,1.0
239,AP014858,Unassigned,Unassigned,Unassigned,526_1,Clustered/Singleton,1,VC_526_1,1,0.0,0.0,0.0,0,0,0,1.0
240,AP014887,Unassigned,Unassigned,Unassigned,532_0,Clustered,10,VC_532_0,10,0.4012,1.0,0.4012,0,0,0,1.0
241,AP014888,Unassigned,Unassigned,Unassigned,535_0,Clustered,16,VC_535_0,16,0.9958,1.0,0.9958,0,0,0,1.0
242,AP014889,Unassigned,Unassigned,Unassigned,538_1,Clustered/Singleton,1,VC_538_1,1,0.0,0.0,0.0,0,0,0,1.0
243,AP018361,Unassigned,Unassigned,Unassigned,313_0,Clustered,18,VC_313_0,18,0.589,1.0,0.589,0,0,0,0.8366
244,AP018375,Unassigned,Unassigned,Unassigned,158_15,Clustered,3,VC_158_15,3,0.0079,0.93263864,0.0074,0,0,0,1.0
245,AP018399,Unassigned,Unassigned,Unassigned,71_0,Clustered/Singleton,1,VC_71_0,1,0.0,0.0,0.0,0,0,0,1.0
246,AP018462,Unassigned,Unassigned,Unassigned,550_0,Clustered,8,VC_550_0,8,0.4885,1.0,0.4885,0,0,0,1.0
247,AP018463,Unassigned,Unassigned,Unassigned,550_0,Clustered,8,VC_550_0,8,0.4885,1.0,0.4885,0,0,0,1.0
248,AP018469,Unassigned,Unassigned,Unassigned,248_0,Clustered,21,VC_248_0,21,0.8176,1.0,0.8176,0,0,0,1.0
249,AP018470,Unassigned,Unassigned,Unassigned,248_0,Clustered,21,VC_248_0,21,0.8176,1.0,0.8176,0,0,0,1.0
250,AP018471,Unassigned,Unassigned,Unassigned,248_0,Clustered,21,VC_248_0,21,0.8176,1.0,0.8176,0,0,0,1.0
251,AP018476,Unassigned,Unassigned,Unassigned,231_1,Clustered,19,VC_231_1,19,0.4176,1.0,0.4176,0,0,0,1.0
252,AP018477,Unassigned,Unassigned,Unassigned,346_35,Clustered,4,VC_346_35,4,0.0138,0.99995292,0.0138,0,0,0,1.0
253,AP018478,Unassigned,Unassigned,Unassigned,346_35,Clustered,4,VC_346_35,4,0.0138,0.99995292,0.0138,0,0,0,1.0
254,AP018479,Unassigned,Unassigned,Unassigned,232_6,Clustered,42,VC_232_6,42,0.471,1.0,0.471,0,0,0,0.8304
255,AP018480,Unassigned,Unassigned,Unassigned,231_1,Clustered,19,VC_231_1,19,0.4176,1.0,0.4176,0,0,0,1.0
256,AP018485,Unassigned,Unassigned,Unassigned,558_0,Clustered,33,VC_558_0,33,0.6833,1.0,0.6833,0,0,0,1.0
257,AP018487,Unassigned,Unassigned,Unassigned,564_0,Clustered,6,VC_564_0,6,0.1219,1.0,0.1219,0,0,0,1.0
258,AP018714,Unassigned,Unassigned,Unassigned,99_0,Clustered,24,VC_99_0,24,0.5987,1.0,0.5987,0,0,0,1.0
259,AP018715,Unassigned,Unassigned,Unassigned,99_0,Clustered,24,VC_99_0,24,0.5987,1.0,0.5987,0,0,0,1.0
260,AP018813,Unassigned,Unassigned,Unassigned,296_102,Clustered,4,VC_296_102,4,0.0073,0.99993281,0.0073,0,0,0,1.0
261,AP018814,Unassigned,Unassigned,Unassigned,296_97,Clustered,2,VC_296_97,2,0.0024,0.91303245,0.0022,0,0,0,1.0
262,AP018815,Unassigned,Unassigned,Unassigned,83_5,Clustered,56,VC_83_5,56,0.3332,1.0,0.3332,0,0,0,0.8052
263,AP018932,Unassigned,Unassigned,Unassigned,296_38,Clustered/Singleton,1,VC_296_38,1,0.0,0.0,0.0,0,0,0,1.0
264,AP019417,Unassigned,Unassigned,Unassigned,580_0,Clustered,9,VC_580_0,9,0.8061,0.99999999,0.8061,0,0,0,1.0
265,AP019418,Unassigned,Unassigned,Unassigned,367_0,Clustered,24,VC_367_0,24,0.5337,1.0,0.5337,0,0,0,1.0
266,AP019521,Unassigned,Unassigned,Unassigned,301_5,Clustered,15,VC_301_5,15,0.1499,1.0,0.1499,0,0,0,0.9333
267,AP019522,Unassigned,Unassigned,Unassigned,162_0,Clustered,32,VC_162_0,32,0.8882,1.0,0.8882,0,0,0,1.0
268,AP019524,Unassigned,Unassigned,Unassigned,582_0,Clustered,2,VC_582_0,2,0.3274,0.81818182,0.2679,0,0,0,1.0
269,AP019525,Unassigned,Unassigned,Unassigned,582_0,Clustered,2,VC_582_0,2,0.3274,0.81818182,0.2679,0,0,0,1.0
270,AP019527,Unassigned,Unassigned,Unassigned,584_0,Clustered,9,VC_584_0,9,1.0,0.0,0.0,0,0,0,1.0
271,AP019535,Unassigned,Unassigned,Unassigned,83_10,Clustered,2,VC_83_10,2,0.0055,0.9150992,0.005,0,0,0,1.0
272,AP019559,Unassigned,Unassigned,Unassigned,206_25,Clustered/Singleton,1,VC_206_25,1,0.0,0.0,0.0,0,0,0,1.0
273,AP019560,Unassigned,Unassigned,Unassigned,28_0,Clustered,19,VC_28_0,19,0.7604,1.0,0.7604,0,0,0,1.0
274,AP019561,Unassigned,Unassigned,Unassigned,28_0,Clustered,19,VC_28_0,19,0.7604,1.0,0.7604,0,0,0,1.0
275,AP019562,Unassigned,Unassigned,Unassigned,28_0,Clustered,19,VC_28_0,19,0.7604,1.0,0.7604,0,0,0,1.0
276,AY007505,Unassigned,Unassigned,Unassigned,277_2,Clustered,20,VC_277_2,20,0.2011,1.0,0.2011,0,0,0,0.6842
277,AY027935,Unassigned,Unassigned,Unassigned,5_0,Clustered,28,VC_5_0,28,0.9091,1.0,0.9091,0,0,0,1.0
278,AY029185,Unassigned,Unassigned,Unassigned,291_0,Clustered,3,VC_291_0,3,0.2827,0.99701771,0.2819,0,0,0,1.0
279,AY048850,Unassigned,Unassigned,Unassigned,588_0,Clustered,3,VC_588_0,3,1.0,0.0,0.0,0,0,0,1.0
280,AY052766,Unassigned,Unassigned,Unassigned,30_1,Clustered,48,VC_30_1,48,0.6087,1.0,0.6087,0,0,0,0.9273
281,AY055382,Unassigned,Unassigned,Unassigned,47_0,Clustered,13,VC_47_0,13,0.352,1.0,0.352,0,0,0,1.0
282,AY078382,Unassigned,Unassigned,Unassigned,499_0,Clustered,54,VC_499_0,54,0.9472,1.0,0.9472,0,0,0,1.0
283,AY082070,Unassigned,Unassigned,Unassigned,18_0,Clustered,3,VC_18_0,3,0.2904,0.99619247,0.2893,0,0,0,1.0
284,AY129330,Unassigned,Unassigned,Unassigned,570_94,Clustered/Singleton,1,VC_570_94,1,0.0,0.0,0.0,0,0,0,1.0
285,AY129331,Unassigned,Unassigned,Unassigned,602_7,Clustered,28,VC_602_7,28,0.164,1.0,0.164,0,0,0,0.8439
286,AY129332,Unassigned,Unassigned,Unassigned,559_0,Clustered,75,VC_559_0,75,0.9372,1.0,0.9372,0,0,0,1.0
287,AY129334,Unassigned,Unassigned,Unassigned,551_0,Clustered,32,VC_551_0,32,0.9277,1.0,0.9277,0,0,0,1.0
288,AY129335,Unassigned,Unassigned,Unassigned,606_0,Clustered,21,VC_606_0,21,0.9906,1.0,0.9906,0,0,0,1.0
289,AY129337,Unassigned,Unassigned,Unassigned,608_6,Clustered,2,VC_608_6,2,0.0032,0.32226267,0.001,0,0,0,1.0
290,AY129338,Unassigned,Unassigned,Unassigned,596_8,Clustered/Singleton,1,VC_596_8,1,0.0,0.0,0.0,0,0,0,1.0
291,AY129339,Unassigned,Unassigned,Unassigned,615_0,Clustered,2,VC_615_0,2,0.0975,0.91247954,0.089,0,0,0,1.0
292,AY131267,Unassigned,Unassigned,Unassigned,313_0,Clustered,18,VC_313_0,18,0.589,1.0,0.589,0,0,0,0.8366
293,AY133112,Unassigned,Unassigned,Unassigned,23_0,Clustered,3,VC_23_0,3,0.4048,0.9968307,0.4036,0,0,0,1.0
294,AY135486,Unassigned,Unassigned,Unassigned,242_0,Clustered,64,VC_242_0,64,0.9574,1.0,0.9574,0,0,0,1.0
295,AY135739,Unassigned,Unassigned,Unassigned,242_0,Clustered,64,VC_242_0,64,0.9574,1.0,0.9574,0,0,0,1.0
296,AY150271,Unassigned,Unassigned,Unassigned,576_0,Clustered,20,VC_576_0,20,0.7975,1.0,0.7975,0,0,0,1.0
297,AY176327,Unassigned,Unassigned,Unassigned,158_9,Clustered,69,VC_158_9,69,0.4492,1.0,0.4492,0,0,0,0.8009
298,AY190604,Unassigned,Unassigned,Unassigned,328_0,Clustered,33,VC_328_0,33,0.874,1.0,0.874,0,0,0,1.0
299,AY216660,Unassigned,Unassigned,Unassigned,625_0,Clustered,36,VC_625_0,36,0.8828,1.0,0.8828,0,0,0,1.0
300,AY236756,Unassigned,Unassigned,Unassigned,627_0,Clustered,6,VC_627_0,6,0.8098,0.99999997,0.8098,0,0,0,1.0
301,AY242528,Unassigned,Unassigned,Unassigned,15_0,Clustered,12,VC_15_0,12,0.6275,1.0,0.6275,0,0,0,1.0
302,AY247822,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
303,AY251033,Unassigned,Unassigned,Unassigned,242_0,Clustered,64,VC_242_0,64,0.9574,1.0,0.9574,0,0,0,1.0
304,AY257527,Unassigned,Unassigned,Unassigned,447_0,Clustered,7,VC_447_0,7,0.9041,0.9996286,0.9038,0,0,0,1.0
305,AY264774,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
306,AY264775,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
307,AY264776,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
308,AY264777,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
309,AY264778,Unassigned,Unassigned,Unassigned,417_0,Clustered,128,VC_417_0,128,0.9618,1.0,0.9618,0,0,0,1.0
310,AY266303,Unassigned,Unassigned,Unassigned,466_3,Clustered,7,VC_466_3,7,0.2514,1.0,0.2514,0,0,0,0.8571
311,AY283928,Unassigned,Unassigned,Unassigned,581_2,Clustered,6,VC_581_2,6,0.1324,0.99935758,0.1324,0,0,0,1.0
312,AY288927,Unassigned,Unassigned,Unassigned,477_0,Clustered,59,VC_477_0,59,0.7818,1.0,0.7818,0,0,0,1.0
313,AY299121,Unassigned,Unassigned,Unassigned,125_0,Clustered,10,VC_125_0,10,0.464,1.0,0.464,0,0,0,0.7556
314,AY303349,Unassigned,Unassigned,Unassigned,302_33,Clustered,3,VC_302_33,3,0.0133,0.77613957,0.0103,0,0,0,1.0
315,AY308796,Unassigned,Unassigned,Unassigned,633_0,Clustered,31,VC_633_0,31,0.7831,1.0,0.7831,0,0,0,1.0
316,AY319521,Unassigned,Unassigned,Unassigned,6_0,Clustered,44,VC_6_0,44,0.9257,1.0,0.9257,0,0,0,1.0
317,AY320035,Unassigned,Unassigned,Unassigned,636_0,Clustered,2,VC_636_0,2,0.3023,0.84027978,0.254,0,0,0,1.0
318,AY324828,Unassigned,Unassigned,Unassigned,639_0,Clustered,2,VC_639_0,2,0.8455,0.33333333,0.2818,0,0,0,1.0
319,AY328852,Unassigned,Unassigned,Unassigned,532_0,Clustered,10,VC_532_0,10,0.4012,1.0,0.4012,0,0,0,1.0
320,AY328853,Unassigned,Unassigned,Unassigned,532_0,Clustered,10,VC_532_0,10,0.4012,1.0,0.4012,0,0,0,1.0
321,AY343333,Unassigned,Unassigned,Unassigned,640_0,Clustered,28,VC_640_0,28,0.9967,1.0,0.9967,0,0,0,1.0
322,AY349011,Unassigned,Unassigned,Unassigned,171_0,Clustered,21,VC_171_0,21,0.7986,1.0,0.7986,0,0,0,0.7905
323,AY370673,Unassigned,Unassigned,Unassigned,477_0,Clustered,59,VC_477_0,59,0.7818,1.0,0.7818,0,0,0,1.0
324,AY370674,Unassigned,Unassigned,Unassigned,477_0,Clustered,59,VC_477_0,59,0.7818,1.0,0.7818,0,0,0,1.0
325,AY370762,Unassigned,Unassigned,Unassigned,648_0,Clustered,50,VC_648_0,50,0.9989,1.0,0.9989,0,0,0,1.0
326,AY374448,Unassigned,Unassigned,Unassigned,61_0,Clustered,5,VC_61_0,5,0.5622,0.99999973,0.5622,0,0,0,1.0
327,AY375531,Unassigned,Unassigned,Unassigned,649_1,Clustered,7,VC_649_1,7,0.1831,0.99999995,0.1831,0,0,0,1.0
328,AY388628,Unassigned,Unassigned,Unassigned,648_0,Clustered,50,VC_648_0,50,0.9989,1.0,0.9989,0,0,0,1.0
329,AY394005,Unassigned,Unassigned,Unassigned,193_0,Clustered,53,VC_193_0,53,0.9171,1.0,0.9171,0,0,0,1.0
330,AY423772,Unassigned,Unassigned,Unassigned,648_0,Clustered,50,VC_648_0,50,0.9989,1.0,0.9989,0,0,0,1.0
331,AY441783,Unassigned,Unassigned,Unassigned,653_0,Clustered,10,VC_653_0,10,0.9649,1.0,0.9649,0,0,0,1.0
332,AY453853,Unassigned,Unassigned,Unassigned,381_0,Clustered,6,VC_381_0,6,0.5436,1.0,0.5436,0,0,0,1.0
333,AY500152,Unassigned,Unassigned,Unassigned,346_33,Clustered,11,VC_346_33,11,0.0458,1.0,0.0458,0,0,0,0.7455
334,AY500153,Unassigned,Unassigned,Unassigned,346_63,Clustered,2,VC_346_63,2,0.0055,0.91506456,0.005,0,0,0,1.0
335,AY505112,Unassigned,Unassigned,Unassigned,656_0,Clustered,16,VC_656_0,16,0.9119,1.0,0.9119,0,0,0,1.0
336,AY508486,Unassigned,Unassigned,Unassigned,10_0,Clustered,25,VC_10_0,25,0.3405,1.0,0.3405,0,0,0,0.97
337,AY510084,Unassigned,Unassigned,Unassigned,656_0,Clustered,16,VC_656_0,16,0.9119,1.0,0.9119,0,0,0,1.0
338,AY526908,Unassigned,Unassigned,Unassigned,291_0,Clustered,3,VC_291_0,3,0.2827,0.99701771,0.2819,0,0,0,1.0
339,AY526909,Unassigned,Unassigned,Unassigned,291_0,Clustered,3,VC_291_0,3,0.2827,0.99701771,0.2819,0,0,0,1.0
340,AY539836,Unassigned,Unassigned,Unassigned,266_0,Clustered,4,VC_266_0,4,0.259,0.99996425,0.2589,0,0,0,1.0
341,AY543070,Unassigned,Unassigned,Unassigned,206_50,Clustered,3,VC_206_50,3,0.0175,0.99697867,0.0174,0,0,0,1.0
342,AY569307,Unassigned,Unassigned,Unassigned,660_0,Clustered,2,VC_660_0,2,1.0,0.0,0.0,0,0,0,1.0
343,AY575774,Unassigned,Unassigned,Unassigned,661_0,Clustered,10,VC_661_0,10,0.914,1.0,0.914,0,0,0,1.0
344,AY576273,Unassigned,Unassigned,Unassigned,490_0,Clustered,4,VC_490_0,4,0.0596,0.99988062,0.0596,0,0,0,1.0
345,AY583234,Unassigned,Unassigned,Unassigned,261_0,Clustered,3,VC_261_0,3,0.762,0.9,0.6858,0,0,0,1.0
346,AY583235,Unassigned,Unassigned,Unassigned,261_0,Clustered,3,VC_261_0,3,0.762,0.9,0.6858,0,0,0,1.0
347,AY583236,Unassigned,Unassigned,Unassigned,261_0,Clustered,3,VC_261_0,3,0.762,0.9,0.6858,0,0,0,1.0
348,AY587007,Unassigned,Unassigned,Unassigned,206_50,Clustered,3,VC_206_50,3,0.0175,0.99697867,0.0174,0,0,0,1.0
349,AY605066,Unassigned,Unassigned,Unassigned,313_0,Clustered,18,VC_313_0,18,0.589,1.0,0.589,0,0,0,0.8366
350,AY616033,Unassigned,Unassigned,Unassigned,664_0,Clustered,6,VC_664_0,6,0.1569,0.99995974,0.1569,0,0,0,0.9333
351,AY625898,Unassigned,Unassigned,Unassigned,672_0,Clustered,22,VC_672_0,22,0.8297,1.0,0.8297,0,0,0,1.0
352,AY682195,Unassigned,Unassigned,Unassigned,575_2,Clustered/Singleton,1,VC_575_2,1,0.0,0.0,0.0,0,0,0,1.0
353,AY692264,Unassigned,Unassigned,Unassigned,206_50,Clustered,3,VC_206_50,3,0.0175,0.99697867,0.0174,0,0,0,1.0
354,AY699705,Unassigned,Unassigned,Unassigned,269_0,Clustered,46,VC_269_0,46,0.5234,1.0,0.5234,0,0,0,1.0
355,AY701338,Unassigned,Unassigned,Unassigned,447_0,Clustered,7,VC_447_0,7,0.9041,0.9996286,0.9038,0,0,0,1.0
356,AY714348,Unassigned,Unassigned,Unassigned,27_0,Clustered,4,VC_27_0,4,0.7427,0.99872306,0.7417,0,0,0,1.0
357,AY722806,Unassigned,Unassigned,Unassigned,463_0,Clustered,4,VC_463_0,4,1.0,0.0,0.0,0,0,0,1.0
358,AY730274,Unassigned,Unassigned,Unassigned,681_0,Clustered,120,VC_681_0,120,0.7257,1.0,0.7257,0,0,0,0.8923
359,AY739900,Unassigned,Unassigned,Unassigned,685_0,Clustered,7,VC_685_0,7,1.0,0.0,0.0,0,0,0,1.0
360,AY751298,Unassigned,Unassigned,Unassigned,387_0,Clustered,358,VC_387_0,358,0.9616,1.0,0.9616,0,0,0,1.0
361,AY772740,Unassigned,Unassigned,Unassigned,687_1,Clustered,8,VC_687_1,8,0.1743,1.0,0.1743,0,0,0,0.7857
362,AY848684,Unassigned,Unassigned,Unassigned,653_0,Clustered,10,VC_653_0,10,0.9649,1.0,0.9649,0,0,0,1.0
363,AY848685,Unassigned,Unassigned,Unassigned,653_0,Clustered,10,VC_653_0,10,0.9649,1.0,0.9649,0,0,0,1.0
364,AY848686,Unassigned,Unassigned,Unassigned,653_0,Clustered,10,VC_653_0,10,0.9649,1.0,0.9649,0,0,0,1.0
365,AY848687,Unassigned,Unassigned,Unassigned,653_0,Clustered,10,VC_653_0,10,0.9649,1.0,0.9649,0,0,0,1.0
366,AY848688,Unassigned,Unassigned,Unassigned,653_0,Clustered,10,VC_653_0,10,0.9649,1.0,0.9649,0,0,0,1.0
367,AY848689,Unassigned,Unassigned,Unassigned,653_0,Clustered,10,VC_653_0,10,0.9649,1.0,0.9649,0,0,0,1.0
368,AY855346,Unassigned,Unassigned,Unassigned,150_0,Clustered,2,VC_150_0,2,0.0724,0.9079843,0.0658,0,0,0,1.0
369,AY939843,Unassigned,Unassigned,Unassigned,359_0,Clustered,32,VC_359_0,32,0.9861,1.0,0.9861,0,0,0,1.0
370,AY939844,Unassigned,Unassigned,Unassigned,453_11,Clustered,3,VC_453_11,3,0.0356,0.99683531,0.0355,0,0,0,1.0
371,AY940168,Unassigned,Unassigned,Unassigned,455_17,Clustered,3,VC_455_17,3,0.0229,0.99721765,0.0228,0,0,0,1.0
372,AY950802,Unassigned,Unassigned,Unassigned,709_0,Clustered,4,VC_709_0,4,1.0,0.0,0.0,0,0,0,1.0
373,AY954949,Unassigned,Unassigned,Unassigned,104_0,Clustered,33,VC_104_0,33,0.7342,1.0,0.7342,0,0,0,1.0
374,AY954951,Unassigned,Unassigned,Unassigned,9_0,Clustered,39,VC_9_0,39,0.4935,1.0,0.4935,0,0,0,1.0
375,AY954952,Unassigned,Unassigned,Unassigned,9_0,Clustered,39,VC_9_0,39,0.4935,1.0,0.4935,0,0,0,1.0
376,AY954953,Unassigned,Unassigned,Unassigned,9_0,Clustered,39,VC_9_0,39,0.4935,1.0,0.4935,0,0,0,1.0
377,AY954954,Unassigned,Unassigned,Unassigned,12_1,Clustered,9,VC_12_1,9,0.1809,1.0,0.1809,0,0,0,0.9167
378,AY954955,Unassigned,Unassigned,Unassigned,8_0,Clustered,69,VC_8_0,69,0.8286,1.0,0.8286,0,0,0,0.9275
379,AY954956,Unassigned,Unassigned,Unassigned,8_0,Clustered,69,VC_8_0,69,0.8286,1.0,0.8286,0,0,0,0.9275
380,AY954957,Unassigned,Unassigned,Unassigned,8_0,Clustered,69,VC_8_0,69,0.8286,1.0,0.8286,0,0,0,0.9275
381,AY954960,Unassigned,Unassigned,Unassigned,11_1,Clustered,24,VC_11_1,24,0.2714,1.0,0.2714,0,0,0,0.9384
382,AY954961,Unassigned,Unassigned,Unassigned,11_1,Clustered,24,VC_11_1,24,0.2714,1.0,0.2714,0,0,0,0.9384
383,AY954962,Unassigned,Unassigned,Unassigned,11_0,Clustered,21,VC_11_0,21,0.2304,1.0,0.2304,0,0,0,0.9857
384,AY954963,Unassigned,Unassigned,Unassigned,11_0,Clustered,21,VC_11_0,21,0.2304,1.0,0.2304,0,0,0,0.9857
385,AY954964,Unassigned,Unassigned,Unassigned,11_0,Clustered,21,VC_11_0,21,0.2304,1.0,0.2304,0,0,0,0.9857
386,AY954965,Unassigned,Unassigned,Unassigned,11_0,Clustered,21,VC_11_0,21,0.2304,1.0,0.2304,0,0,0,0.9857
387,AY954966,Unassigned,Unassigned,Unassigned,11_0,Clustered,21,VC_11_0,21,0.2304,1.0,0.2304,0,0,0,0.9857
388,AY954967,Unassigned,Unassigned,Unassigned,11_0,Clustered,21,VC_11_0,21,0.2304,1.0,0.2304,0,0,0,0.9857
389,AY954968,Unassigned,Unassigned,Unassigned,11_0,Clustered,21,VC_11_0,21,0.2304,1.0,0.2304,0,0,0,0.9857
390,AY954969,Unassigned,Unassigned,Unassigned,158_9,Clustered,69,VC_158_9,69,0.4492,1.0,0.4492,0,0,0,0.8009
391,AY962392,Unassigned,Unassigned,Unassigned,649_1,Clustered,7,VC_649_1,7,0.1831,0.99999995,0.1831,0,0,0,1.0
392,AY967407,Unassigned,Unassigned,Unassigned,711_1,Clustered,10,VC_711_1,10,0.1141,1.0,0.1141,0,0,0,0.8667
393,B1U32222,Unassigned,Unassigned,Unassigned,242_0,Clustered,64,VC_242_0,64,0.9574,1.0,0.9574,0,0,0,1.0
394,BCP1,Unassigned,Unassigned,Unassigned,714_0,Clustered,12,VC_714_0,12,1.0,0.0,0.0,0,0,0,1.0
395,BHU24159,Unassigned,Unassigned,Unassigned,5_0,Clustered,28,VC_5_0,28,0.9091,1.0,0.9091,0,0,0,1.0
396,BK000583,Unassigned,Unassigned,Unassigned,30_1,Clustered,48,VC_30_1,48,0.6087,1.0,0.6087,0,0,0,0.9273
