filename,Genome,dsDNAphage,NCLDV,RNA,ssDNA,lavidaviridae,max_score,max_score_group,length,hallmark,viral,cellular
Ettinger,Ettinger_c_000000197377,0.2,0.993,0.065,0.093,0.547,0.993,NCLDV,6739,0,42.9,0
Ettinger,Ettinger_c_000000197582,0.6,0.7,0.435,0.593,1,1,lavidaviridae,7371,0,50,0
Ettinger,Ettinger_c_000000197906,0.447,0.513,0.315,0.54,0.813,0.813,lavidaviridae,5221,0,66.7,0
Ettinger,Ettinger_c_000000198225,0.1,0.647,0,0.013,0.193,0.647,NCLDV,7028,0,40,20
Ettinger,Ettinger_c_000000199065,0.607,0.933,0.74,0.507,0.947,0.947,lavidaviridae,5209,0,14.3,0
Ettinger,Ettinger_c_000000200369,0.633,0.187,0.07,0.1,0.053,0.633,dsDNAphage,8364,0,10,5
Ettinger,Ettinger_c_000000204886,0.393,0.307,0.235,0.033,0.72,0.72,lavidaviridae,6385,0,25,0
Ettinger,Ettinger_c_000000207538,0.32,0.74,0.515,0.173,0.96,0.96,lavidaviridae,6098,0,25,0
Ettinger,Ettinger_c_000000207588,0.133,0.94,0.155,0,0.3,0.94,NCLDV,9828,0,10,0
Ettinger,Ettinger_c_000000207598,0.78,0.147,0.905,0.407,0.893,0.905,RNA,5084,0,20,0
Ettinger,Ettinger_c_000000207602,0.613,0.393,0.64,0.127,0.507,0.64,RNA,12041,0,11.1,0
Ettinger,Ettinger_c_000000210952,0.147,0.84,0.305,0.007,0.333,0.84,NCLDV,5024,0,25,0
Ettinger,Ettinger_c_000000211020,0.133,0.733,0.08,0.007,0.353,0.733,NCLDV,7075,0,12.5,0
Ettinger,Ettinger_c_000000212738,0.053,0.787,0.125,0.007,0.427,0.787,NCLDV,5861,0,20,0
Ettinger,Ettinger_c_000000216313,0.187,0.747,0.38,0.007,0.513,0.747,NCLDV,5127,0,40,0
Ettinger,Ettinger_c_000000216572,0.393,0.627,0.42,0,0.733,0.733,lavidaviridae,8841,0,14.3,0
Ettinger,Ettinger_c_000000216925,0.8,0.92,0.17,0.06,0.933,0.933,lavidaviridae,5416,0,40,0
Ettinger,Ettinger_c_000000217591,0.747,0.773,0.08,0.053,0.44,0.773,NCLDV,11882,0,33.3,0
Ettinger,Ettinger_c_000000219025,0.393,0.787,0.625,0.04,0.66,0.787,NCLDV,5356,0,28.6,0
Ettinger,Ettinger_c_000000219224,0.273,0.787,0.215,0.093,0.447,0.787,NCLDV,5502,0,40,0
Ettinger,Ettinger_c_000000219234,0.213,0.74,0.105,0.027,0.287,0.74,NCLDV,6689,0,20,0
Ettinger,Ettinger_c_000000220388,0.413,0.633,0.45,0.207,0.92,0.92,lavidaviridae,5347,0,25,0
Ettinger,Ettinger_c_000000220425,0.227,0.147,0.305,0.073,0.507,0.507,lavidaviridae,5337,0,33.3,0
Ettinger,Ettinger_c_000000222958,0.147,0.627,0.03,0,0.04,0.627,NCLDV,7504,0,28.6,14.3
Ettinger,Ettinger_c_000000223631,0.433,0.567,0.31,0.02,0.3,0.567,NCLDV,5298,0,40,0
Ettinger,Ettinger_c_000000223811,0.373,0.807,0.255,0.58,0.993,0.993,lavidaviridae,5379,0,40,0
Ettinger,Ettinger_c_000000223952,0.127,0.427,0.04,0.007,0.56,0.56,lavidaviridae,9911,0,18.2,0
Ettinger,Ettinger_c_000000225629,0.293,0.853,0.24,0.013,0.573,0.853,NCLDV,5267,0,40,0
Ettinger,Ettinger_c_000000226263,0.927,0.093,0,0.013,0.027,0.927,dsDNAphage,7854,1,38.5,30.8
Ettinger,Ettinger_c_000000226749,0.273,0.647,0.26,0.067,0.447,0.647,NCLDV,4775,0,33.3,0
Ettinger,Ettinger_c_000000229421,0.82,0.007,0,0,0.007,0.82,dsDNAphage,15012,3,40,33.3
Ettinger,Ettinger_c_000000230925,0.24,0.86,0.025,0.04,0.747,0.86,NCLDV,6013,0,33.3,0
Ettinger,Ettinger_c_000000231455,0.42,0.36,0.735,0.027,0.493,0.735,RNA,4828,0,20,0
Ettinger,Ettinger_c_000000231766,0.007,0.527,0.09,0,0.053,0.527,NCLDV,8096,0,11.1,0
Ettinger,Ettinger_c_000000232319,0.22,0.553,0.125,0.033,0.5,0.553,NCLDV,7188,0,33.3,0
Ettinger,Ettinger_c_000000232484,0.373,0.46,0.115,0.04,0.62,0.62,lavidaviridae,10076,0,25,12.5
Ettinger,Ettinger_c_000000232505,0.153,0.713,0.15,0,0.36,0.713,NCLDV,6680,0,14.3,0
Ettinger,Ettinger_c_000000232771,0.18,0.733,0.075,0.007,0.273,0.733,NCLDV,6129,0,20,0
Ettinger,Ettinger_c_000000233975,0.227,0.86,0,0,0.287,0.86,NCLDV,8525,0,40,20
Ettinger,Ettinger_c_000000233995,0.207,0.6,0.115,0.067,0.507,0.6,NCLDV,6183,0,40,0
Ettinger,Ettinger_c_000000235485,0.32,0.387,0.255,0.04,0.613,0.613,lavidaviridae,12450,0,9.1,0
Ettinger,Ettinger_c_000000235513,0.453,0.587,0.395,0.027,0.82,0.82,lavidaviridae,7318,0,14.3,0
Ettinger,Ettinger_c_000000236168,0.187,0.353,0.33,0,0.84,0.84,lavidaviridae,15043,0,20,0
Ettinger,Ettinger_c_000000236226,0.913,0.093,0,0.053,0.533,0.913,dsDNAphage,7333,1,50,12.5
Ettinger,Ettinger_c_000000236494,0.3,0.527,0.01,0,0.18,0.527,NCLDV,9968,0,33.3,11.1
Ettinger,Ettinger_c_000000237852,0.233,0.613,0.09,0.047,0.167,0.613,NCLDV,14348,0,36.4,0
Ettinger,Ettinger_c_000000238670,0.033,0.593,0,0,0,0.593,NCLDV,9319,0,11.1,0
Ettinger,Ettinger_c_000000238753,0.153,0.747,0.13,0.013,0.187,0.747,NCLDV,6567,0,16.7,0
Ettinger,Ettinger_c_000000239255,0.1,0.653,0.115,0.013,0.42,0.653,NCLDV,4834,0,25,0
Ettinger,Ettinger_c_000000240028,0.393,0.867,0.21,0.02,0.96,0.96,lavidaviridae,9217,0,28.6,0
Ettinger,Ettinger_c_000000240103,0.853,0.127,0.13,0.353,0.553,0.853,dsDNAphage,5187,0,80,0
Ettinger,Ettinger_c_000000240400,0.327,0.553,0.365,0.08,0.927,0.927,lavidaviridae,8036,0,12.5,0
Ettinger,Ettinger_c_000000240767,0.82,0.86,0.825,0.367,0.98,0.98,lavidaviridae,4927,0,33.3,0
Ettinger,Ettinger_c_000000241119,0.293,0.833,0,0.007,0.22,0.833,NCLDV,8522,0,42.9,14.3
Ettinger,Ettinger_c_000000241135,0.147,0.3,0.17,0,0.82,0.82,lavidaviridae,5610,0,20,0
Ettinger,Ettinger_c_000000242361,0.567,0.707,0.55,0.313,0.973,0.973,lavidaviridae,5625,0,14.3,0
Ettinger,Ettinger_c_000000242600,0.107,0.66,0.2,0,0.32,0.66,NCLDV,10204,0,14.3,0
Ettinger,Ettinger_c_000000242776,0.387,0.58,0.05,0.04,0.26,0.58,NCLDV,5097,0,28.6,0
Ettinger,Ettinger_c_000000242838,0.613,0.547,0.845,0.373,0.68,0.845,RNA,4701,0,33.3,0
Ettinger,Ettinger_c_000000243871,0.447,0.587,0.565,0.16,0.967,0.967,lavidaviridae,8114,0,16.7,0
Ettinger,Ettinger_c_000000245547,0.62,0.427,0.265,0.46,0.827,0.827,lavidaviridae,5774,0,50,0
Ettinger,Ettinger_c_000000248166,0.613,0.753,0.37,0.927,0.993,0.993,lavidaviridae,4997,0,66.7,0
Ettinger,Ettinger_c_000000249041,0.187,0.653,0.085,0.007,0.067,0.653,NCLDV,5348,0,20,0
Ettinger,Ettinger_c_000000250227,0.087,0.773,0.115,0,0.28,0.773,NCLDV,6494,0,16.7,0
Ettinger,Ettinger_c_000000251677,0.96,0.173,0,0.027,0.413,0.96,dsDNAphage,5183,1,40,20
Ettinger,Ettinger_c_000000253210,0.12,0.767,0.09,0,0.307,0.767,NCLDV,16622,0,18.2,9.1
Ettinger,Ettinger_c_000000253501,0.247,0.933,0,0.007,0.54,0.933,NCLDV,5930,0,33.3,16.7
Ettinger,Ettinger_c_000000254646,0.753,0.107,0.005,0,0.007,0.753,dsDNAphage,6271,0,27.3,9.1
Ettinger,Ettinger_c_000000254726,0.047,0.553,0,0,0.007,0.553,NCLDV,14744,0,7.7,0
Ettinger,Ettinger_c_000000255022,0.073,0.533,0.235,0.02,0.26,0.533,NCLDV,6043,0,20,0
Ettinger,Ettinger_c_000000255300,0.3,0.62,0.165,0.027,0.607,0.62,NCLDV,9223,0,28.6,14.3
Ettinger,Ettinger_c_000000256375,0.833,0.593,0.005,0,0.2,0.833,dsDNAphage,5534,1,37.5,25
Ettinger,Ettinger_c_000000258151,0.34,0.613,0.625,0.273,0.933,0.933,lavidaviridae,5179,0,25,0
Ettinger,Ettinger_c_000000259330,0.427,0.64,0.545,0.307,0.893,0.893,lavidaviridae,4939,0,33.3,0
Ettinger,Ettinger_c_000000259780,0.66,0.493,0.425,0.227,0.653,0.66,dsDNAphage,6988,0,28.6,0
Ettinger,Ettinger_c_000000259970,0.347,0.8,0.195,0.06,0.347,0.8,NCLDV,10665,0,14.3,0
Ettinger,Ettinger_c_000000260037,0.487,0.627,0.2,0.06,0.087,0.627,NCLDV,5238,0,12.5,0
Ettinger,Ettinger_c_000000260163,0.22,0.58,0.19,0.133,0.773,0.773,lavidaviridae,6587,0,28.6,14.3
Ettinger,Ettinger_c_000000263507,0.607,0.533,0.325,0.033,0.833,0.833,lavidaviridae,7449,0,40,0
Ettinger,Ettinger_c_000000263542,0.22,0.94,0.005,0,0.493,0.94,NCLDV,6716,0,25,12.5
Ettinger,Ettinger_c_000000263938,0.307,0.727,0.18,0.38,0.593,0.727,NCLDV,4978,0,50,25
Ettinger,Ettinger_c_000000264977,0.613,0.64,0.19,0.327,0.513,0.64,NCLDV,6338,0,33.3,0
Ettinger,Ettinger_c_000000266239,0.207,0.713,0.145,0.02,0.633,0.713,NCLDV,10627,0,28.6,0
Ettinger,Ettinger_c_000000266321,0.053,0.913,0.055,0.007,0.407,0.913,NCLDV,4743,0,20,0
Ettinger,Ettinger_c_000000266345,0.107,0.64,0.135,0,0.467,0.64,NCLDV,18301,0,16.7,0
Ettinger,Ettinger_c_000000266794,0.533,0.747,0.705,0.633,0.987,0.987,lavidaviridae,4637,0,50,0
Ettinger,Ettinger_c_000000267158,0.707,0.073,0,0.007,0.02,0.707,dsDNAphage,8054,1,42.9,28.6
Ettinger,Ettinger_c_000000267503,0.233,0.827,0.15,0.04,0.247,0.827,NCLDV,5523,0,25,0
Ettinger,Ettinger_c_000000267619,0.307,0.327,0.255,0.073,0.54,0.54,lavidaviridae,6359,0,33.3,0
Ettinger,Ettinger_c_000000270678,0.287,0.72,0.375,0.04,0.693,0.72,NCLDV,8423,0,25,0
Ettinger,Ettinger_c_000000272055,0.52,0.28,0.01,0.02,0.08,0.52,dsDNAphage,6104,0,37.5,12.5
Ettinger,Ettinger_c_000000273392,0.08,0.787,0.12,0,0.207,0.787,NCLDV,10376,0,10,0
Ettinger,Ettinger_c_000000273542,0.56,0.72,0.22,0.32,0.947,0.947,lavidaviridae,5753,0,50,0
Ettinger,Ettinger_c_000000273776,0.1,1,0.11,0,0.467,1,NCLDV,4876,0,14.3,0
Ettinger,Ettinger_c_000000277451,0.067,0.86,0.14,0.033,0.327,0.86,NCLDV,6249,0,25,0
Ettinger,Ettinger_c_000000277972,0.367,0.673,0.215,0.053,0.62,0.673,NCLDV,4096,0,50,0
Ettinger,Ettinger_c_000000278043,0.187,0.7,0.035,0.02,0.067,0.7,NCLDV,8203,0,20,0
Ettinger,Ettinger_c_000000278102,0.96,0.7,0.27,0.233,0.787,0.96,dsDNAphage,5035,1,40,0
Ettinger,Ettinger_c_000000278195,0.42,NA,0.505,0.3,0.927,0.927,lavidaviridae,4372,0,33.3,0
Ettinger,Ettinger_c_000000278421,0.2,0.867,0.25,0,0.247,0.867,NCLDV,11286,0,11.1,0
Ettinger,Ettinger_c_000000279667,0.14,0.64,0.01,0,0.14,0.64,NCLDV,13490,0,21.4,14.3
Ettinger,Ettinger_c_000000279815,0.633,0.867,0.07,0.02,0.527,0.867,NCLDV,8192,0,20,0
Ettinger,Ettinger_c_000000281880,1,0.973,0.08,0.447,0.92,1,dsDNAphage,6434,1,81.8,0
Ettinger,Ettinger_c_000000282022,0.22,0.633,0.075,0.06,0.207,0.633,NCLDV,5691,0,16.7,0
Ettinger,Ettinger_c_000000283792,0.893,0.433,0.25,0.12,0.747,0.893,dsDNAphage,5183,1,33.3,0
Ettinger,Ettinger_c_000000284539,0.473,0.9,0.505,0.18,0.96,0.96,lavidaviridae,7029,0,25,0
Ettinger,Ettinger_c_000000285468,0.24,0.567,0.14,0.08,0.647,0.647,lavidaviridae,6121,0,40,0
Ettinger,Ettinger_c_000000286655,0.32,0.76,0.165,0.08,0.767,0.767,lavidaviridae,8697,0,25,0
Ettinger,Ettinger_c_000000287338,0.22,0.947,0.105,0.02,0.313,0.947,NCLDV,4905,0,40,0
Ettinger,Ettinger_c_000000287428,0.54,0.767,0.735,0.227,1,1,lavidaviridae,5718,0,25,0
Ettinger,Ettinger_c_000000287887,1,0.653,0.105,0.727,1,1,dsDNAphage,9376,3,53.8,0
Ettinger,Ettinger_c_000000287948,0.173,0.68,0.175,0,0.56,0.68,NCLDV,9789,0,16.7,0
Ettinger,Ettinger_c_000000288721,0.407,0.653,0.505,0.153,0.98,0.98,lavidaviridae,5510,0,25,0
Ettinger,Ettinger_c_000000288736,0.353,0.14,0.4,0.12,0.567,0.567,lavidaviridae,7005,0,20,0
Ettinger,Ettinger_c_000000289739,0.407,0.593,0.16,0.187,0.98,0.98,lavidaviridae,5302,0,25,0
Ettinger,Ettinger_c_000000290099,0.953,0.867,0.13,0.893,0.987,0.987,lavidaviridae,9009,0,36,0
Ettinger,Ettinger_c_000000290921,0.433,0.58,0.485,0.04,0.32,0.58,NCLDV,12773,0,33.3,0
Ettinger,Ettinger_c_000000291174,0.233,0.027,0.01,0,0.647,0.647,lavidaviridae,9374,0,28.6,14.3
Ettinger,Ettinger_c_000000291218,0.493,0.513,0.2,0.1,0.433,0.513,NCLDV,9950,0,22.2,0
Ettinger,Ettinger_c_000000291271,0.827,0.413,0.285,0.407,0.447,0.827,dsDNAphage,5147,0,66.7,0
Ettinger,Ettinger_c_000000292332,1,0.9,0.075,0.787,0.867,1,dsDNAphage,6739,1,66.7,0
Ettinger,Ettinger_c_000000293154,0.187,0.76,0.085,0.007,0.247,0.76,NCLDV,7775,0,12.5,0
Ettinger,Ettinger_c_000000293237,0.8,0.507,0.86,0.953,0.967,0.967,lavidaviridae,5643,0,37.5,0
Ettinger,Ettinger_c_000000294277,0.993,0.227,0,0.007,0.033,0.993,dsDNAphage,34392,9,59.1,4.5
Ettinger,Ettinger_c_000000294457,0.14,0.5,0.005,0.013,0.033,0.5,NCLDV,15705,0,14.3,0
Ettinger,Ettinger_c_000000295593,0.967,0.027,0.005,0.007,0.02,0.967,dsDNAphage,13530,7,50,44.4
Ettinger,Ettinger_c_000000296404,0.26,0.767,0,0.007,0.293,0.767,NCLDV,29863,2,37.9,6.9
Ettinger,Ettinger_c_000000296905,0.247,0.847,0.005,0.02,0.18,0.847,NCLDV,5182,0,50,16.7
Ettinger,Ettinger_c_000000297968,0.193,0.627,0.22,0.013,0.287,0.627,NCLDV,5828,0,33.3,0
Ettinger,Ettinger_c_000000298920,0.78,0.067,0.005,0.013,0.127,0.78,dsDNAphage,7182,1,50,33.3
Ettinger,Ettinger_c_000000299332,1,0.867,0.25,0.713,0.94,1,dsDNAphage,21536,3,84.6,0
Ettinger,Ettinger_c_000000300104,0.78,0.787,0.135,0.84,0.82,0.84,ssDNA,5918,0,100,0
Ettinger,Ettinger_c_000000300121,0.08,0.753,0,0,0.04,0.753,NCLDV,5341,0,20,0
Ettinger,Ettinger_c_000000301824,0.98,0,0,0.007,0.007,0.98,dsDNAphage,8654,4,40,40
Ettinger,Ettinger_c_000000302497,0.173,0.647,0.11,0.047,0.84,0.84,lavidaviridae,5111,0,25,0
Ettinger,Ettinger_c_000000303268,0.773,0.647,0.685,0.173,0.553,0.773,dsDNAphage,6843,0,25,0
Ettinger,Ettinger_c_000000303318,0.06,0.9,0.11,0,0.62,0.9,NCLDV,6395,0,20,0
Ettinger,Ettinger_c_000000303918,0.847,0.013,0.01,0.007,0.08,0.847,dsDNAphage,7175,2,33.3,50
Ettinger,Ettinger_c_000000304512,0.507,0.02,0,0,0.033,0.507,dsDNAphage,17049,1,16.7,11.1
Ettinger,Ettinger_c_000000304575,1,0.933,0.165,0.94,0.947,1,dsDNAphage,12368,5,100,0
Ettinger,Ettinger_c_000000306438,0.873,0.707,0.56,0.373,0.673,0.873,dsDNAphage,4399,0,16.7,0
Ettinger,Ettinger_c_000000306730,0.44,0.873,0.455,0.253,0.973,0.973,lavidaviridae,5518,0,20,0
Ettinger,Ettinger_c_000000307547,0.18,0.993,0.15,0.007,0.84,0.993,NCLDV,5115,0,20,0
Ettinger,Ettinger_c_000000307956,0.653,0.2,0,0,0.02,0.653,dsDNAphage,20060,2,25,37.5
Ettinger,Ettinger_c_000000310576,0.687,0.1,0.005,0.007,0.093,0.687,dsDNAphage,8649,1,25,16.7
Ettinger,Ettinger_c_000000311087,0.707,0.2,0.005,0,0.153,0.707,dsDNAphage,6977,1,33.3,16.7
Ettinger,Ettinger_c_000000312557,0.273,0.907,0.1,0.027,0.747,0.907,NCLDV,5552,0,25,0
Ettinger,Ettinger_c_000000313145,0.813,0.54,0,0.047,0.313,0.813,dsDNAphage,7761,1,50,16.7
Ettinger,Ettinger_c_000000313970,0.107,0.907,0.055,0,0.373,0.907,NCLDV,9342,0,22.2,0
Ettinger,Ettinger_c_000000315046,1,0.54,0.19,0.72,0.493,1,dsDNAphage,5455,1,80,0
Ettinger,Ettinger_c_000000316463,0.127,0.893,0.045,0.007,0.233,0.893,NCLDV,5073,0,25,0
Ettinger,Ettinger_c_000000317635,0.58,0.033,0,0,0.047,0.58,dsDNAphage,44137,3,23.1,38.5
Ettinger,Ettinger_c_000000317723,0.233,0.047,0.145,0.013,0.947,0.947,lavidaviridae,6801,0,14.3,0
Ettinger,Ettinger_c_000000317868,0.56,0.127,0.015,0.033,0.14,0.56,dsDNAphage,5310,0,20,10
Ettinger,Ettinger_c_000000318508,0.127,0.66,0.235,0.04,0.587,0.66,NCLDV,5198,0,33.3,0
Ettinger,Ettinger_c_000000319116,0.36,0.627,0.095,0,0.127,0.627,NCLDV,7860,0,16.7,0
Ettinger,Ettinger_c_000000319968,0.82,0.073,0,0,0.007,0.82,dsDNAphage,12314,2,36.4,18.2
Ettinger,Ettinger_c_000000324498,0.293,0.827,0.355,0.173,0.993,0.993,lavidaviridae,5114,0,25,0
Ettinger,Ettinger_c_000000325515,0.38,0.987,0.065,0.06,0.333,0.987,NCLDV,5613,0,42.9,0
Ettinger,Ettinger_c_000000328555,0.873,0.373,0.535,0.333,0.667,0.873,dsDNAphage,6804,0,50,0
Ettinger,Ettinger_c_000000330458,0.18,0.633,0.355,0.013,0.453,0.633,NCLDV,9721,0,16.7,0
Ettinger,Ettinger_c_000000332528,1,0.7,0.125,0.467,0.667,1,dsDNAphage,10170,3,80,0
Ettinger,Ettinger_c_000000333289,0.893,0.133,0.88,0.227,0.647,0.893,dsDNAphage,6930,0,14.3,0
Ettinger,Ettinger_c_000000335271,0.02,0.66,0,0,0.033,0.66,NCLDV,7211,0,22.2,0
Ettinger,Ettinger_c_000000335669,0.92,0.247,0.095,0.167,0.22,0.92,dsDNAphage,10282,0,35.3,0
Ettinger,Ettinger_c_000000335929,0.047,0.66,0.235,0,0.427,0.66,NCLDV,15012,0,10,0
Ettinger,Ettinger_c_000000336299,0.913,0.08,0,0,0.007,0.913,dsDNAphage,29694,8,37.1,37.1
Ettinger,Ettinger_c_000000336662,0.427,0.08,0.56,0.013,0.713,0.713,lavidaviridae,6318,0,20,0
Ettinger,Ettinger_c_000000339768,0.14,0.613,0.225,0.013,0.613,0.613,NCLDV,16353,0,8.3,0
Ettinger,Ettinger_c_000000340806,0.247,0.753,0.015,0.013,0.087,0.753,NCLDV,12064,0,12.5,0
Ettinger,Ettinger_c_000000343300,0.78,0.973,0.275,0.927,0.993,0.993,lavidaviridae,6972,0,80,0
Ettinger,Ettinger_c_000000345360,0.327,0.933,0.09,0.047,0.62,0.933,NCLDV,20016,0,36.4,0
Ettinger,Ettinger_c_000000346624,0.54,0.38,0.235,0.047,0.873,0.873,lavidaviridae,8183,0,14.3,0
Ettinger,Ettinger_c_000000347682,1,0.42,0.62,0.893,0.8,1,dsDNAphage,5435,1,15.4,0
Ettinger,Ettinger_c_000000351217,0.407,0.847,0.115,0.04,0.58,0.847,NCLDV,12610,0,22.2,0
Ettinger,Ettinger_c_000000351775,0.613,0.96,0.285,0.52,0.94,0.96,NCLDV,5963,0,66.7,0
Ettinger,Ettinger_c_000000352511,0.96,0.2,0.315,0.053,0.207,0.96,dsDNAphage,11763,1,16.7,0
Ettinger,Ettinger_c_000000352666,0.287,0.88,0.4,0.007,0.86,0.88,NCLDV,11373,0,18.2,0
Ettinger,Ettinger_c_000000354955,0.247,0.8,0.295,0.013,0.493,0.8,NCLDV,5067,0,12.5,0
Ettinger,Ettinger_c_000000355295,0.56,0.267,0.255,0.04,0.74,0.74,lavidaviridae,5224,0,14.3,0
Ettinger,Ettinger_c_000000355650,0.1,0.887,0.22,0.033,0.813,0.887,NCLDV,4920,0,20,0
Ettinger,Ettinger_c_000000356075,0.4,0.113,0.355,0.027,0.807,0.807,lavidaviridae,8376,0,12.5,0
Ettinger,Ettinger_c_000000357198,0.46,0.22,0.19,0.147,0.7,0.7,lavidaviridae,7351,0,16.7,0
Ettinger,Ettinger_c_000000357895,0.22,0.76,0.215,0.06,0.327,0.76,NCLDV,5848,0,25,0
Ettinger,Ettinger_c_000000358526,0.98,0.847,0.095,0.48,0.627,0.98,dsDNAphage,9900,1,63.6,0
Ettinger,Ettinger_c_000000358997,0.88,0.073,0.615,0.247,0.393,0.88,dsDNAphage,6677,0,11.1,0
Ettinger,Ettinger_c_000000362722,0.68,0.327,0.125,0.36,0.6,0.68,dsDNAphage,5894,0,83.3,0
Ettinger,Ettinger_c_000000363747,0.74,0.727,0.135,0.467,0.247,0.74,dsDNAphage,5701,0,37.5,0
Ettinger,Ettinger_c_000000364196,0.607,0.72,0.07,0.46,0.473,0.72,NCLDV,5193,0,66.7,0
Ettinger,Ettinger_c_000000365544,0.207,0.62,0.115,0,0.48,0.62,NCLDV,15082,0,22.2,11.1
Ettinger,Ettinger_c_000000365585,0.647,0.067,0.02,0,0.227,0.647,dsDNAphage,10370,1,25,12.5
Ettinger,Ettinger_c_000000365815,0.02,0.58,0.085,0.007,0.067,0.58,NCLDV,6072,0,14.3,0
Ettinger,Ettinger_c_000000366869,0.433,0.887,0.45,0.46,0.987,0.987,lavidaviridae,5403,0,40,0
Ettinger,Ettinger_c_000000367464,0.28,0.947,0.15,0.553,0.953,0.953,lavidaviridae,5267,0,25,0
Ettinger,Ettinger_c_000000367552,0.993,0.887,0.3,0.727,0.84,0.993,dsDNAphage,7186,1,75,0
Ettinger,Ettinger_c_000000367553,0.1,0.587,0.075,0,0.267,0.587,NCLDV,8519,1,16.7,0
Ettinger,Ettinger_c_000000371252,0.56,0.347,0.475,0,0.687,0.687,lavidaviridae,10074,0,20,0
Ettinger,Ettinger_c_000000371513,0.593,0.28,0.25,0.04,0.327,0.593,dsDNAphage,7324,0,42.9,0
Ettinger,Ettinger_c_000000372429,0.907,0.007,0,0.013,0.06,0.907,dsDNAphage,17853,8,47.6,42.9
Ettinger,Ettinger_c_000000372931,0.113,0.927,0.105,0.027,0.633,0.927,NCLDV,12102,0,28.6,0
Ettinger,Ettinger_c_000000374599,0.28,0.827,0.11,0.013,0.56,0.827,NCLDV,9075,0,25,0
Ettinger,Ettinger_c_000000375861,0.9,0.907,0.22,0.913,0.993,0.993,lavidaviridae,6510,0,80,0
Ettinger,Ettinger_c_000000376919,0.407,0.393,0.26,0.1,0.96,0.96,lavidaviridae,7002,0,28.6,0
Ettinger,Ettinger_c_000000378808,0.187,0.64,0,0,0.013,0.64,NCLDV,7161,0,18.2,9.1
Ettinger,Ettinger_c_000000378811,0.56,0.973,0.105,0.373,0.9,0.973,NCLDV,5563,0,20,0
Ettinger,Ettinger_c_000000379145,0.98,0.06,0.005,0.013,0.027,0.98,dsDNAphage,10507,5,69.2,7.7
Ettinger,Ettinger_c_000000380249,0.18,0.4,0.265,0.027,0.627,0.627,lavidaviridae,6578,0,25,0
Ettinger,Ettinger_c_000000380791,0.22,0.813,0.045,0.013,0.367,0.813,NCLDV,15996,0,41.7,0
Ettinger,Ettinger_c_000000381423,0.353,0.633,0.045,0.207,0.313,0.633,NCLDV,5293,0,60,0
Ettinger,Ettinger_c_000000381527,0.92,0.653,0.05,0.573,0.467,0.92,dsDNAphage,8017,0,80,0
Ettinger,Ettinger_c_000000383739,0.2,0.753,0.37,0.013,0.807,0.807,lavidaviridae,5783,0,25,0
Ettinger,Ettinger_c_000000384014,0.993,0.593,0.18,0.913,0.887,0.993,dsDNAphage,6105,1,100,0
Ettinger,Ettinger_c_000000384293,0.34,0.987,0.2,0.027,0.733,0.987,NCLDV,5202,0,20,0
Ettinger,Ettinger_c_000000386461,0.033,0.827,0.045,0,0.013,0.827,NCLDV,13699,0,11.1,0
Ettinger,Ettinger_c_000000386579,0.193,0.98,0.095,0.033,0.773,0.98,NCLDV,4876,0,25,0
Ettinger,Ettinger_c_000000386849,0.373,0.833,0.055,0.007,0.7,0.833,NCLDV,5482,0,33.3,16.7
Ettinger,Ettinger_c_000000387971,0.067,0.8,0.145,0,0.493,0.8,NCLDV,8524,0,16.7,0
Ettinger,Ettinger_c_000000388221,0.14,0.78,0.13,0,0.353,0.78,NCLDV,5283,0,25,0
Ettinger,Ettinger_c_000000388486,0.247,0.667,0.31,0.02,0.733,0.733,lavidaviridae,13334,0,8.3,0
Ettinger,Ettinger_c_000000388650,0.28,0.567,0.01,0,0.353,0.567,NCLDV,7059,0,28.6,14.3
Ettinger,Ettinger_c_000000389314,0.427,0.913,0.065,0.02,0.853,0.913,NCLDV,5515,0,40,0
Ettinger,Ettinger_c_000000390745,0.807,0.987,0.005,0,0.327,0.987,NCLDV,11112,0,30,0
Ettinger,Ettinger_c_000000391668,0.973,0.167,0.015,0.06,0.06,0.973,dsDNAphage,7539,5,66.7,11.1
Ettinger,Ettinger_c_000000393984,0.14,0.54,0.035,0,0.24,0.54,NCLDV,5131,0,20,0
Ettinger,Ettinger_c_000000394320,0.9,0.747,0.025,0.147,0.04,0.9,dsDNAphage,10622,0,9.5,0
Ettinger,Ettinger_c_000000397090,0.3,0.487,0.525,0.02,0.287,0.525,RNA,5927,0,20,0
Ettinger,Ettinger_c_000000400155,0.42,NA,0.74,0.267,0.993,0.993,lavidaviridae,5607,0,25,0
Ettinger,Ettinger_c_000000400450,0.14,0.513,0.17,0.007,0.107,0.513,NCLDV,8722,0,14.3,0
Ettinger,Ettinger_c_000000401852,1,0.673,0.14,0.52,0.873,1,dsDNAphage,9792,4,100,0
Ettinger,Ettinger_c_000000403033,0.96,0.06,0.005,0.033,0.02,0.96,dsDNAphage,8844,7,50,42.9
Ettinger,Ettinger_c_000000403458,0.32,0.9,0.34,0.44,0.913,0.913,lavidaviridae,5391,0,14.3,0
Ettinger,Ettinger_c_000000403933,0.033,0.667,0.05,0,0.053,0.667,NCLDV,5361,0,16.7,0
Ettinger,Ettinger_c_000000404007,0.993,0.813,0.43,0.84,0.973,0.993,dsDNAphage,14113,2,31.8,0
Ettinger,Ettinger_c_000000405683,0.967,0.287,0,0.013,0.007,0.967,dsDNAphage,9149,5,53.8,38.5
