Genome,VC.Status,Realm,Kingdom,Phylum,Class,Order,Family,VC
Ettinger_c_000002867900,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,365_0
Ettinger_c_000002873686,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1097_0
Ettinger_c_000002887137,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,966_0
Ettinger_c_000002890704,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,954_0
Ettinger_c_000002906638,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1067_0
Ettinger_c_000002916433,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1004_0
Ettinger_c_000002952918,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,994_0
Ettinger_c_000002982533,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1032_0
Ettinger_c_000003000765,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1099_0
Ettinger_c_000003011522,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1057_0
Ettinger_c_000003021214,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1101_0
Ettinger_c_000003049356,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,931_0
Ettinger_c_000003064593,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1045_0
Ettinger_c_000003153969,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,994_0
Ettinger_c_000003177722,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1006_0
Ettinger_c_000003264660,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,911_0
Ettinger_c_000003269451,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1102_0
Ettinger_c_000003279711,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,960_0
Ettinger_c_000003280018,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1103_0
Ettinger_c_000003319275,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0
Ettinger_c_000003335104,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1106_0
Ettinger_c_000003412247,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1002_0
Ettinger_c_000003427243,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1070_0
Ettinger_c_000003436657,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,974_0
Ettinger_c_000003438850,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1058_0
Ettinger_c_000003466282,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1082_0
Ettinger_c_000003494552,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0
Ettinger_c_000003504915,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0
Ettinger_c_000003525908,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,990_0
Ettinger_c_000003548220,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,938_0
Ettinger_c_000003559315,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1103_0
Ettinger_c_000003572207,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1107_0
Ettinger_c_000003582757,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,716_0
Ettinger_c_000003665954,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1048_0
Ettinger_c_000003681118,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1059_0
Ettinger_c_000003694400,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1006_0
Ettinger_c_000003725772,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1109_0
Ettinger_c_000003727387,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1006_0
Ettinger_c_000003742639,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1066_0
Ettinger_c_000003748832,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1087_0
Ettinger_c_000003779792,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1029_0
Ettinger_c_000003851184,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,22_0
Ettinger_c_000003855722,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1000_0
Ettinger_c_000003964353,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1110_0
Ettinger_c_000003968409,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,933_0
Ettinger_c_000003975594,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0
Ettinger_c_000003983027,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,22_0
Ettinger_c_000003987489,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1058_0
Ettinger_c_000003988753,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,1111_0
Ettinger_c_000003989015,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1112_0
Ettinger_c_000003989743,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1107_0
Ettinger_c_000003990014,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,982_0
Ettinger_c_000003991891,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,982_0
Ettinger_c_000004073283,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1114_0
Ettinger_c_000004098824,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1006_0
Ettinger_c_000004143680,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1115_0
Ettinger_c_000004182467,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1116_0
Ettinger_c_000004208444,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1085_0
Ettinger_c_000004271441,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1087_0
Ettinger_c_000004278318,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,974_0
Ettinger_c_000004332588,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1095_0
Ettinger_c_000004340866,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1117_0
Ettinger_c_000004346159,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1118_0
Ettinger_c_000004357069,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,971_0
Ettinger_c_000004424350,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Unclassified,Unclassified,939_0
Ettinger_c_000004432612,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1064_0
Ettinger_c_000004437740,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1071_0
Ettinger_c_000004456323,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1119_0
Ettinger_c_000004456455,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1120_0
Ettinger_c_000004493979,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1050_0
Ettinger_c_000004539869,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,1115_0
Ettinger_c_000004568961,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1022_0
Ettinger_c_000004573213,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1121_0
Ettinger_c_000004601141,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,490_0
Ettinger_c_000004614859,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1122_0
Ettinger_c_000004619629,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,689_0
Ettinger_c_000004709839,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,982_0
Ettinger_c_000004710560,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1033_0
Ettinger_c_000004720099,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1117_0
Ettinger_c_000004765275,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1126_0
Ettinger_c_000004787691,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1128_0
Ettinger_c_000004820499,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1130_0
Ettinger_c_000004825041,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1133_0
Ettinger_c_000004833077,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,959_0
Ettinger_c_000004838269,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,980_0
Ettinger_c_000004847415,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,752_0
Ettinger_c_000004861024,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,977_0
Ettinger_c_000004869018,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,915_0
Ettinger_c_000004869457,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,176_0
Ettinger_c_000004881682,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1046_0
Ettinger_c_000004953808,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,974_0
Ettinger_c_000004964805,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,689_0
Ettinger_c_000004972152,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1090_0
Ettinger_c_000004989424,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1052_0
Ettinger_c_000005034866,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1142_0
Ettinger_c_000005041987,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,176_0
Ettinger_c_000005043595,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,970_0
Ettinger_c_000005070482,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1129_0
Ettinger_c_000005085824,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,957_0
Ettinger_c_000005118000,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,700_0
Ettinger_c_000005135678,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,925_0
Ettinger_c_000005143602,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1031_0
Ettinger_c_000005241587,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1143_0
Ettinger_c_000005252458,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,888_0
Ettinger_c_000005290412,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1088_0
Ettinger_c_000005304603,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1146_0
Ettinger_c_000005307593,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1062_0
Ettinger_c_000005317917,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1084_0
Ettinger_c_000005322149,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1147_0
Ettinger_c_000005324100,Clustered,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,1150_0
Ettinger_c_000005329482,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,24_0
Ettinger_c_000005353453,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,972_0
Ettinger_c_000005421137,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1119_0
Ettinger_c_000005499271,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,917_0
Fraser2023_k141_1049466,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1167_0
Fraser2023_k141_1094163,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1168_0
Fraser2023_k141_1350193,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Fraser2023_k141_148238,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1167_0
Fraser2023_k141_293064,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,876_0
Fraser2023_k141_463246,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Fraser2023_k141_468526,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Fraser2023_k141_492795,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1168_0
Fraser2023_k141_591966,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Fraser2023_k141_711490,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Fraser2023_k141_805084,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,876_0
Fraser2023_k141_951931,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Fraser_k141_1212133,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Fraser_k141_1923972,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Fraser_k141_2099144,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Fraser_k141_2353997,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Fraser_k141_3420718,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1171_0
Fraser_k141_36968,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,800_0
Miranda_k141_1160466,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1785_0
Miranda_k141_1199114,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1786_0
Miranda_k141_1254846,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1788_0
Miranda_k141_1333450,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1066_0
Miranda_k141_1369653,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1451_0
Miranda_k141_1389565,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,360_0
Miranda_k141_1410312,Clustered,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polintoviricetes,Orthopolintovirales,Adintoviridae,797_0
Miranda_k141_1476656,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1789_0
Miranda_k141_1550799,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1791_0
Miranda_k141_162258,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,752_0
Miranda_k141_1632716,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1792_0
Miranda_k141_1638171,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1789_0
Miranda_k141_1703226,Clustered,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polintoviricetes,Orthopolintovirales,Adintoviridae,797_0
Miranda_k141_1807925,Clustered,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polintoviricetes,Orthopolintovirales,Adintoviridae,797_0
Miranda_k141_2020285,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1789_0
Miranda_k141_2032176,Clustered,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Malacoherpesviridae,1794_0
Miranda_k141_2069615,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1795_0
Miranda_k141_2075864,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae,Unclassified,1796_0
Miranda_k141_2104037,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1788_0
Miranda_k141_2216988,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1150_0
Miranda_k141_2355260,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1797_0
Miranda_k141_2458183,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,132_0
Miranda_k141_2767503,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1798_0
Miranda_k141_277206,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1784_0
Miranda_k141_2798660,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,976_0
Miranda_k141_2862147,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1005_0
Miranda_k141_2961401,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Unclassified,942_0
Miranda_k141_3013137,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1789_0
Miranda_k141_3150467,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1800_0
Miranda_k141_3191388,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,1801_0
Miranda_k141_3261451,Clustered,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,1797_0
Miranda_k141_3271057,Clustered,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Unclassified,Unclassified,963_0
