Genome,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral hypothetical genes,Viral genes with host benefits,Viral genes with unknown function,Viral replication genes,Viral genes with viral benefits,Viral structure genes
Ettinger_c_000000263507,2,FALSE,FALSE,5,0,0,FALSE,0.2,3,2,0,0,0,0
Ettinger_c_000000263542,2,FALSE,FALSE,8,3,0,FALSE,0.125,7,1,0,0,0,0
Ettinger_c_000000263938,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000264977,2,FALSE,FALSE,6,2,0,FALSE,0,5,1,0,0,0,0
Ettinger_c_000000266239,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000266321,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000266345,2,FALSE,FALSE,12,4,0,FALSE,0.08333333333333333,9,3,0,0,0,0
Ettinger_c_000000266794,2,FALSE,FALSE,2,1,0,FALSE,0.5,1,1,0,0,0,0
Ettinger_c_000000267158,1,FALSE,FALSE,7,3,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Ettinger_c_000000267503,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000267619,2,FALSE,FALSE,6,2,0,FALSE,0,5,1,0,0,0,0
Ettinger_c_000000270678,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000272055,2,FALSE,FALSE,8,0,0,FALSE,0,6,0,2,0,0,0
Ettinger_c_000000273392,2,FALSE,FALSE,10,3,0,FALSE,0,10,0,0,0,0,0
Ettinger_c_000000273542,2,FALSE,FALSE,6,2,0,FALSE,0,5,1,0,0,0,0
Ettinger_c_000000273776,2,FALSE,FALSE,8,4,0,FALSE,0,8,0,0,0,0,0
Ettinger_c_000000277451,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000277972,2,FALSE,FALSE,4,3,0,FALSE,0,3,0,0,1,0,0
Ettinger_c_000000278043,2,FALSE,FALSE,12,5,0,FALSE,0,12,0,0,0,0,0
Ettinger_c_000000278102,1,FALSE,FALSE,5,0,0,FALSE,0,3,1,1,0,0,0
Ettinger_c_000000278195,2,FALSE,FALSE,3,2,0,FALSE,0.3333333333333333,2,1,0,0,0,0
Ettinger_c_000000278421,2,FALSE,FALSE,9,4,0,FALSE,0,9,0,0,0,0,0
Ettinger_c_000000279667,2,FALSE,FALSE,14,0,1,FALSE,0.21428571428571427,10,3,1,0,0,0
Ettinger_c_000000279815,2,FALSE,FALSE,5,3,0,FALSE,0,4,1,0,0,0,0
Ettinger_c_000000281880,1,FALSE,FALSE,11,2,0,FALSE,0,10,0,1,0,0,0
Ettinger_c_000000282022,2,FALSE,FALSE,6,2,0,FALSE,0,5,0,0,1,0,0
Ettinger_c_000000283792,1,FALSE,FALSE,3,1,0,FALSE,0.3333333333333333,2,1,0,0,0,0
Ettinger_c_000000284539,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000285468,2,FALSE,FALSE,5,1,0,FALSE,0,4,0,1,0,0,0
Ettinger_c_000000286655,2,FALSE,FALSE,8,4,0,FALSE,0,8,0,0,0,0,0
Ettinger_c_000000287338,2,FALSE,FALSE,5,2,1,FALSE,0,4,0,1,0,0,0
Ettinger_c_000000287428,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000287887,1,FALSE,FALSE,13,1,0,FALSE,0,10,1,1,0,0,1
Ettinger_c_000000287948,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000288721,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000288736,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000289739,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000290099,2,FALSE,FALSE,25,1,3,FALSE,0.08,23,2,0,0,0,0
Ettinger_c_000000290921,2,FALSE,FALSE,3,0,0,FALSE,0,2,0,1,0,0,0
Ettinger_c_000000291174,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000291218,2,FALSE,FALSE,10,2,0,FALSE,0,9,0,0,1,0,0
Ettinger_c_000000291271,2,FALSE,FALSE,3,0,0,FALSE,0,2,1,0,0,0,0
Ettinger_c_000000292332,1,FALSE,FALSE,9,2,0,FALSE,0.1111111111111111,5,1,2,0,0,1
Ettinger_c_000000293154,2,FALSE,FALSE,9,4,0,FALSE,0.1111111111111111,8,1,0,0,0,0
Ettinger_c_000000293237,2,FALSE,FALSE,8,0,0,FALSE,0,8,0,0,0,0,0
Ettinger_c_000000294277,1,FALSE,FALSE,44,2,0,FALSE,0.06818181818181818,23,7,13,1,0,0
Ettinger_c_000000294457,2,FALSE,FALSE,24,9,0,FALSE,0,24,0,0,0,0,0
Ettinger_c_000000295593,1,FALSE,FALSE,18,0,0,FALSE,0,10,3,4,0,0,1
Ettinger_c_000000296404,1,FALSE,FALSE,34,13,1,FALSE,0.02941176470588235,30,3,0,1,0,0
Ettinger_c_000000296905,2,FALSE,FALSE,6,0,0,FALSE,0,5,0,1,0,0,0
Ettinger_c_000000297968,2,FALSE,FALSE,7,0,1,FALSE,0,5,0,2,0,0,0
Ettinger_c_000000299332,1,FALSE,FALSE,13,0,0,FALSE,0,13,0,0,0,0,0
Ettinger_c_000000300104,2,FALSE,FALSE,2,1,0,FALSE,0,1,0,1,0,0,0
Ettinger_c_000000300121,2,FALSE,FALSE,7,4,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Ettinger_c_000000301824,2,FALSE,FALSE,15,0,0,FALSE,0,9,2,3,0,0,1
Ettinger_c_000000302497,2,FALSE,FALSE,4,1,0,FALSE,0,3,0,1,0,0,0
Ettinger_c_000000303268,2,FALSE,FALSE,4,0,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000303318,2,FALSE,FALSE,6,3,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000303918,2,FALSE,FALSE,6,1,0,FALSE,0,4,2,0,0,0,0
Ettinger_c_000000304512,1,FALSE,FALSE,18,5,2,FALSE,0,17,0,1,0,0,0
Ettinger_c_000000304575,1,FALSE,FALSE,15,0,0,FALSE,0,9,0,6,0,0,0
Ettinger_c_000000306438,2,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000306730,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000307547,2,FALSE,FALSE,5,3,0,FALSE,0.2,4,1,0,0,0,0
Ettinger_c_000000307956,2,FALSE,FALSE,16,1,0,FALSE,0.0625,12,3,1,0,0,0
Ettinger_c_000000310576,1,FALSE,FALSE,12,5,2,TRUE,0.08333333333333333,10,2,0,0,0,0
Ettinger_c_000000311087,1,FALSE,FALSE,6,2,0,FALSE,0,4,0,2,0,0,0
Ettinger_c_000000312557,2,FALSE,FALSE,4,1,0,FALSE,0.25,3,1,0,0,0,0
Ettinger_c_000000313145,1,FALSE,FALSE,6,1,0,FALSE,0,4,0,2,0,0,0
Ettinger_c_000000313970,2,FALSE,FALSE,9,4,1,FALSE,0,9,0,0,0,0,0
Ettinger_c_000000315046,1,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000316463,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000317723,2,FALSE,FALSE,7,2,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Ettinger_c_000000317868,2,FALSE,FALSE,10,2,0,FALSE,0,9,1,0,0,0,0
Ettinger_c_000000318508,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Ettinger_c_000000319116,2,FALSE,FALSE,8,1,0,FALSE,0,8,0,0,0,0,0
Ettinger_c_000000324498,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000325515,2,FALSE,FALSE,8,2,0,TRUE,0,8,0,0,0,0,0
Ettinger_c_000000326398,1,FALSE,FALSE,16,0,0,FALSE,0,8,3,4,0,0,1
Ettinger_c_000000328555,2,FALSE,FALSE,4,0,0,FALSE,0,3,1,0,0,0,0
Ettinger_c_000000330458,2,FALSE,FALSE,6,0,0,FALSE,0.3333333333333333,4,2,0,0,0,0
Ettinger_c_000000332528,1,FALSE,FALSE,10,0,0,FALSE,0,7,1,2,0,0,0
Ettinger_c_000000333289,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000335271,2,FALSE,FALSE,9,4,0,FALSE,0,9,0,0,0,0,0
Ettinger_c_000000335669,2,FALSE,FALSE,17,2,0,FALSE,0,15,1,1,0,0,0
Ettinger_c_000000335929,2,FALSE,FALSE,13,5,0,FALSE,0,13,0,0,0,0,0
Ettinger_c_000000336299,1,FALSE,FALSE,17,0,0,FALSE,0,10,2,4,0,0,1
Ettinger_c_000000336662,2,FALSE,FALSE,5,0,0,FALSE,0,3,2,0,0,0,0
Ettinger_c_000000339768,2,FALSE,FALSE,12,6,0,FALSE,0,12,0,0,0,0,0
Ettinger_c_000000340806,2,FALSE,FALSE,19,9,0,FALSE,0,19,0,0,0,0,0
Ettinger_c_000000343300,2,FALSE,FALSE,5,1,0,FALSE,0,2,0,2,0,0,1
Ettinger_c_000000345360,2,FALSE,FALSE,23,10,0,FALSE,0.04347826086956521,21,2,0,0,0,0
Ettinger_c_000000346624,2,FALSE,FALSE,7,1,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000347682,1,FALSE,FALSE,13,0,0,FALSE,0,11,1,1,0,0,0
Ettinger_c_000000351217,2,FALSE,FALSE,6,1,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Ettinger_c_000000351775,2,FALSE,FALSE,3,0,0,FALSE,0.6666666666666666,1,2,0,0,0,0
Ettinger_c_000000352373,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000352511,1,FALSE,FALSE,12,0,0,FALSE,0.08333333333333333,11,1,0,0,0,0
Ettinger_c_000000352666,2,FALSE,FALSE,11,3,0,FALSE,0.09090909090909093,10,1,0,0,0,0
Ettinger_c_000000354955,2,FALSE,FALSE,7,4,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000355295,2,FALSE,FALSE,7,1,0,TRUE,0,6,0,1,0,0,0
Ettinger_c_000000355650,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000356075,2,FALSE,FALSE,8,3,0,FALSE,0,7,0,1,0,0,0
Ettinger_c_000000357198,2,FALSE,FALSE,12,4,0,FALSE,0,12,0,0,0,0,0
Ettinger_c_000000357895,2,FALSE,FALSE,6,3,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000358526,1,FALSE,FALSE,11,6,0,FALSE,0,7,0,4,0,0,0
Ettinger_c_000000358997,2,FALSE,FALSE,9,0,0,FALSE,0,9,0,0,0,0,0
Ettinger_c_000000362722,2,FALSE,FALSE,6,0,0,FALSE,0.3333333333333333,1,4,1,0,0,0
Ettinger_c_000000364196,2,FALSE,FALSE,7,2,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Ettinger_c_000000365544,2,FALSE,FALSE,14,4,0,FALSE,0,14,0,0,0,0,0
Ettinger_c_000000365585,1,FALSE,FALSE,8,3,0,FALSE,0.125,7,1,0,0,0,0
Ettinger_c_000000365815,2,FALSE,FALSE,10,3,0,FALSE,0,10,0,0,0,0,0
Ettinger_c_000000366869,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000367464,2,FALSE,FALSE,8,3,0,FALSE,0,7,0,1,0,0,0
Ettinger_c_000000367552,1,FALSE,FALSE,4,0,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000367553,1,FALSE,FALSE,6,1,0,FALSE,0,4,1,1,0,0,0
Ettinger_c_000000371252,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000371513,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000372429,1,FALSE,FALSE,17,0,0,FALSE,0,10,2,4,0,0,1
Ettinger_c_000000372931,2,FALSE,FALSE,7,3,0,FALSE,0,6,0,1,0,0,0
Ettinger_c_000000374599,2,FALSE,FALSE,8,1,0,FALSE,0.125,7,1,0,0,0,0
Ettinger_c_000000375861,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000376919,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000378808,2,FALSE,FALSE,11,4,0,FALSE,0,10,1,0,0,0,0
Ettinger_c_000000378811,2,FALSE,FALSE,10,2,0,FALSE,0,9,1,0,0,0,0
Ettinger_c_000000379145,1,FALSE,FALSE,7,0,0,FALSE,0,3,2,1,0,0,1
Ettinger_c_000000380249,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000380791,2,FALSE,FALSE,16,7,1,FALSE,0.125,13,3,0,0,0,0
Ettinger_c_000000381423,2,FALSE,FALSE,5,2,1,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000381527,2,FALSE,FALSE,10,2,0,FALSE,0,5,0,5,0,0,0
Ettinger_c_000000383739,2,FALSE,FALSE,4,1,0,FALSE,0,3,1,0,0,0,0
Ettinger_c_000000384014,1,FALSE,FALSE,8,0,0,FALSE,0,7,0,1,0,0,0
Ettinger_c_000000384293,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000386461,2,FALSE,FALSE,12,5,0,FALSE,0,12,0,0,0,0,0
Ettinger_c_000000386579,2,FALSE,FALSE,4,2,0,FALSE,0.25,3,1,0,0,0,0
Ettinger_c_000000386849,2,FALSE,FALSE,7,4,0,FALSE,0,6,1,0,0,0,0
Ettinger_c_000000387971,2,FALSE,FALSE,6,3,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000388221,2,FALSE,FALSE,4,1,0,FALSE,0.25,3,1,0,0,0,0
Ettinger_c_000000388486,2,FALSE,FALSE,12,3,0,FALSE,0,12,0,0,0,0,0
Ettinger_c_000000388650,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000389314,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000390487,1,FALSE,FALSE,18,0,0,FALSE,0,10,2,5,0,0,1
Ettinger_c_000000390745,2,FALSE,FALSE,11,3,0,FALSE,0,10,0,1,0,0,0
Ettinger_c_000000391668,1,FALSE,FALSE,8,0,0,FALSE,0,5,1,1,0,0,1
Ettinger_c_000000393984,2,FALSE,FALSE,5,3,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000394320,2,FALSE,FALSE,21,2,0,FALSE,0,19,0,1,0,1,0
Ettinger_c_000000397090,2,FALSE,FALSE,5,0,0,FALSE,0.2,4,1,0,0,0,0
Ettinger_c_000000400155,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000400450,2,FALSE,FALSE,8,4,0,FALSE,0,8,0,0,0,0,0
Ettinger_c_000000401852,1,FALSE,FALSE,10,0,0,FALSE,0,5,0,5,0,0,0
Ettinger_c_000000403033,1,FALSE,FALSE,14,0,0,FALSE,0,9,2,2,0,0,1
Ettinger_c_000000403458,2,FALSE,FALSE,7,4,0,FALSE,0,6,1,0,0,0,0
Ettinger_c_000000403933,2,FALSE,FALSE,6,2,0,TRUE,0,4,0,2,0,0,0
Ettinger_c_000000404007,1,FALSE,FALSE,22,0,0,FALSE,0,22,0,0,0,0,0
Ettinger_c_000000405683,1,FALSE,FALSE,10,0,0,FALSE,0,4,3,2,0,0,1
Ettinger_c_000000405810,2,FALSE,FALSE,25,7,0,FALSE,0,25,0,0,0,0,0
Ettinger_c_000000407252,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000408128,2,FALSE,FALSE,9,3,0,FALSE,0,8,1,0,0,0,0
Ettinger_c_000000409566,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000410206,2,FALSE,FALSE,9,0,0,FALSE,0,6,1,2,0,0,0
Ettinger_c_000000410655,1,FALSE,FALSE,19,1,0,FALSE,0.05263157894736842,14,4,0,0,0,1
Ettinger_c_000000411450,2,FALSE,FALSE,6,3,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000413315,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000415133,1,FALSE,FALSE,4,0,0,FALSE,0,3,0,1,0,0,0
Ettinger_c_000000415374,2,FALSE,FALSE,19,5,2,FALSE,0.10526315789473684,17,2,0,0,0,0
Ettinger_c_000000418486,1,FALSE,FALSE,21,0,0,FALSE,0,21,0,0,0,0,0
Ettinger_c_000000419249,2,FALSE,FALSE,10,7,0,TRUE,0,10,0,0,0,0,0
Ettinger_c_000000419706,2,FALSE,FALSE,9,5,0,FALSE,0.1111111111111111,7,2,0,0,0,0
Ettinger_c_000000420477,2,FALSE,FALSE,8,1,0,FALSE,0,8,0,0,0,0,0
Ettinger_c_000000421505,2,FALSE,FALSE,6,4,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Ettinger_c_000000422103,1,FALSE,FALSE,5,0,0,FALSE,0,2,0,3,0,0,0
Ettinger_c_000000422381,2,FALSE,FALSE,9,2,0,FALSE,0,8,0,1,0,0,0
Ettinger_c_000000426306,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Ettinger_c_000000426752,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000427258,2,FALSE,FALSE,12,4,0,FALSE,0.08333333333333333,10,1,0,0,1,0
Ettinger_c_000000427692,1,FALSE,FALSE,6,0,0,FALSE,0,4,0,2,0,0,0
Ettinger_c_000000428358,1,FALSE,FALSE,7,1,0,FALSE,0,5,1,0,1,0,0
Ettinger_c_000000431840,2,FALSE,FALSE,6,3,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000432939,2,FALSE,FALSE,27,0,0,FALSE,0,20,1,6,0,0,0
Ettinger_c_000000433859,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000435234,2,FALSE,FALSE,9,2,0,FALSE,0.1111111111111111,7,2,0,0,0,0
Ettinger_c_000000436806,1,FALSE,FALSE,15,2,0,FALSE,0.06666666666666667,9,2,4,0,0,0
Ettinger_c_000000437549,1,FALSE,FALSE,17,1,0,FALSE,0,12,2,2,0,0,1
Ettinger_c_000000439184,2,FALSE,FALSE,7,1,2,FALSE,0.14285714285714285,5,2,0,0,0,0
Ettinger_c_000000440154,2,FALSE,FALSE,7,4,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000440900,2,FALSE,FALSE,10,4,0,FALSE,0,10,0,0,0,0,0
Ettinger_c_000000441701,2,FALSE,FALSE,9,2,0,FALSE,0,8,0,1,0,0,0
Ettinger_c_000000442104,2,FALSE,FALSE,2,1,0,FALSE,0,2,0,0,0,0,0
Ettinger_c_000000442342,1,FALSE,FALSE,42,1,0,FALSE,0,38,3,0,1,0,0
Ettinger_c_000000442714,2,FALSE,FALSE,4,0,0,FALSE,0,4,0,0,0,0,0
Ettinger_c_000000444941,1,FALSE,FALSE,74,19,0,TRUE,0.01351351351351351,50,7,12,2,0,3
Ettinger_c_000000446115,2,FALSE,FALSE,10,1,0,FALSE,0,10,0,0,0,0,0
Ettinger_c_000000447935,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000447955,2,FALSE,FALSE,6,0,0,FALSE,0,5,0,1,0,0,0
Ettinger_c_000000449609,1,FALSE,FALSE,6,1,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000451917,2,FALSE,FALSE,5,0,0,FALSE,0.2,4,1,0,0,0,0
Ettinger_c_000000452344,2,FALSE,FALSE,13,7,0,FALSE,0,13,0,0,0,0,0
Ettinger_c_000000453698,2,FALSE,FALSE,4,1,0,TRUE,0,3,1,0,0,0,0
Ettinger_c_000000454104,2,FALSE,FALSE,6,3,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Ettinger_c_000000454351,2,FALSE,FALSE,4,0,0,FALSE,0.25,3,1,0,0,0,0
Ettinger_c_000000454796,1,FALSE,FALSE,12,6,1,FALSE,0,11,1,0,0,0,0
Ettinger_c_000000455950,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000457352,2,FALSE,FALSE,7,1,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000457670,2,FALSE,FALSE,3,1,0,FALSE,0.3333333333333333,2,1,0,0,0,0
Ettinger_c_000000458133,2,FALSE,FALSE,6,1,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000459827,1,FALSE,FALSE,19,0,0,FALSE,0,12,3,1,1,0,2
Ettinger_c_000000462987,2,FALSE,FALSE,13,0,0,FALSE,0,13,0,0,0,0,0
Ettinger_c_000000464127,1,FALSE,FALSE,7,0,0,FALSE,0.14285714285714285,5,1,1,0,0,0
Ettinger_c_000000465479,2,FALSE,FALSE,9,0,0,FALSE,0,8,0,1,0,0,0
Ettinger_c_000000465662,2,FALSE,FALSE,5,0,0,FALSE,0,4,1,0,0,0,0
Ettinger_c_000000466141,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000466168,2,FALSE,FALSE,7,1,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000466636,2,FALSE,FALSE,16,6,0,FALSE,0,16,0,0,0,0,0
Ettinger_c_000000467238,2,FALSE,FALSE,17,6,0,FALSE,0,17,0,0,0,0,0
Ettinger_c_000000468228,2,FALSE,FALSE,3,1,0,FALSE,0.3333333333333333,2,1,0,0,0,0
Ettinger_c_000000469383,2,FALSE,FALSE,6,4,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000470649,2,FALSE,FALSE,10,2,0,FALSE,0,8,0,2,0,0,0
Ettinger_c_000000470831,2,FALSE,FALSE,6,1,0,FALSE,0,5,0,0,1,0,0
Ettinger_c_000000471441,2,FALSE,FALSE,14,3,1,FALSE,0.14285714285714285,12,2,0,0,0,0
Ettinger_c_000000471989,1,FALSE,FALSE,47,8,3,FALSE,0.0851063829787234,37,6,4,0,0,0
Ettinger_c_000000472759,2,FALSE,FALSE,9,3,0,FALSE,0.1111111111111111,6,1,2,0,0,0
Ettinger_c_000000473277,2,FALSE,FALSE,5,3,0,FALSE,0.2,4,1,0,0,0,0
Ettinger_c_000000475036,2,FALSE,FALSE,3,2,0,FALSE,0,3,0,0,0,0,0
Ettinger_c_000000475758,2,FALSE,FALSE,6,2,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Ettinger_c_000000478210,2,FALSE,FALSE,3,2,0,FALSE,0,2,0,1,0,0,0
Ettinger_c_000000480107,2,FALSE,FALSE,8,1,0,FALSE,0,8,0,0,0,0,0
Ettinger_c_000000480235,2,FALSE,FALSE,6,2,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000480265,2,FALSE,FALSE,9,1,0,FALSE,0,9,0,0,0,0,0
Ettinger_c_000000481034,2,FALSE,FALSE,6,2,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000481794,1,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Ettinger_c_000000483634,2,FALSE,FALSE,11,3,0,FALSE,0,11,0,0,0,0,0
Ettinger_c_000000484095,2,FALSE,FALSE,4,0,0,FALSE,0,2,0,2,0,0,0
Ettinger_c_000000485992,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Ettinger_c_000000486590,1,FALSE,FALSE,106,1,5,FALSE,0.01886792452830188,76,4,25,0,0,1
Ettinger_c_000000487664,2,FALSE,FALSE,6,2,0,FALSE,0,4,1,1,0,0,0
Ettinger_c_000000487985,2,FALSE,FALSE,16,1,0,FALSE,0,9,1,6,0,0,0
Ettinger_c_000000489152,2,FALSE,FALSE,4,2,0,FALSE,0,3,1,0,0,0,0
Ettinger_c_000000489873,2,FALSE,FALSE,7,1,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Ettinger_c_000000491749,2,FALSE,FALSE,9,2,0,FALSE,0,9,0,0,0,0,0
Ettinger_c_000000492773,1,FALSE,FALSE,28,3,0,FALSE,0,17,4,3,1,0,3
Ettinger_c_000000492826,2,FALSE,FALSE,10,4,0,FALSE,0.1,9,1,0,0,0,0
Ettinger_c_000000494094,2,FALSE,FALSE,11,4,0,FALSE,0.09090909090909093,10,1,0,0,0,0
Ettinger_c_000000494532,1,FALSE,FALSE,8,3,0,FALSE,0.125,6,1,1,0,0,0
Ettinger_c_000000495048,2,FALSE,FALSE,5,1,0,FALSE,0,4,1,0,0,0,0
Ettinger_c_000000495131,2,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Ettinger_c_000000495370,2,FALSE,FALSE,8,4,1,FALSE,0,7,0,1,0,0,0
Ettinger_c_000000497266,2,FALSE,FALSE,7,0,0,FALSE,0.14285714285714285,1,1,5,0,0,0
Ettinger_c_000000497817,2,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Ettinger_c_000000497981,2,FALSE,FALSE,8,0,0,FALSE,0,8,0,0,0,0,0
Ettinger_c_000000498036,1,FALSE,FALSE,9,1,1,FALSE,0,7,0,2,0,0,0
Ettinger_c_000000498784,2,FALSE,FALSE,5,2,0,FALSE,0.6,2,3,0,0,0,0
Ettinger_c_000000500751,2,FALSE,FALSE,3,2,0,FALSE,0,3,0,0,0,0,0
Ettinger_c_000000501348,2,FALSE,FALSE,10,0,1,FALSE,0,4,0,6,0,0,0
Ettinger_c_000000502230,2,FALSE,FALSE,12,6,0,FALSE,0,12,0,0,0,0,0
Ettinger_c_000000502476,2,FALSE,FALSE,13,6,0,FALSE,0,13,0,0,0,0,0
Ettinger_c_000000503948,2,FALSE,FALSE,5,0,0,FALSE,0,4,0,1,0,0,0
Ettinger_c_000000504227,2,FALSE,FALSE,11,7,0,FALSE,0,10,1,0,0,0,0
Ettinger_c_000000506521,2,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,0,0,0
Ettinger_c_000000507251,1,FALSE,FALSE,21,2,0,FALSE,0,19,0,2,0,0,0
Ettinger_c_000000507355,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Ettinger_c_000000509389,2,FALSE,FALSE,7,2,0,TRUE,0,7,0,0,0,0,0
Ettinger_c_000000510856,2,FALSE,FALSE,18,0,0,FALSE,0,14,0,4,0,0,0
Ettinger_c_000000513668,2,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,4,1,1,0,0,0
Ettinger_c_000000514538,2,FALSE,FALSE,18,0,0,FALSE,0,17,0,1,0,0,0
Ettinger_c_000000514717,1,FALSE,FALSE,10,5,0,FALSE,0.1,7,1,1,1,0,0
Ettinger_c_000000515796,2,FALSE,FALSE,4,1,0,FALSE,0.25,3,1,0,0,0,0
Ettinger_c_000000515846,2,FALSE,FALSE,9,2,0,FALSE,0,8,0,1,0,0,0
Ettinger_c_000000517863,1,FALSE,FALSE,7,1,0,FALSE,0,6,0,0,0,0,1
Ettinger_c_000000518665,2,FALSE,FALSE,6,5,0,FALSE,0,5,0,0,1,0,0
Ettinger_c_000000520085,2,FALSE,FALSE,6,3,0,FALSE,0.16666666666666666,5,1,0,0,0,0
