filename,gene,Genome,gene_id,gene_description,category,header,subheader,module,auxiliary_score,amg_flags
Ettinger,c_000000627401__full-cat_2_5,Ettinger_c_000000627401,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MF
Ettinger,c_000000639478__full-cat_2_5,Ettinger_c_000000639478,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000000660524__0_partial-cat_1_6,Ettinger_c_000000660524,NA,NA,NA,NA,NA,NA,2,MK
Ettinger,c_000000660524__0_partial-cat_1_9,Ettinger_c_000000660524,GT5,"GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MKF
Ettinger,c_000000660524__0_partial-cat_1_9,Ettinger_c_000000660524,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MKF
Ettinger,c_000000660524__0_partial-cat_1_10,Ettinger_c_000000660524,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000000660787__full-cat_1_11,Ettinger_c_000000660787,K10107,ABC-2.CPSE.P1; capsular polysaccharide transport system permease protein,Transporters,NA,NA,Capsular polysaccharide transport system,2,MF
Ettinger,c_000000673873__full-cat_1_37,Ettinger_c_000000673873,NA,NA,NA,NA,NA,NA,1,MK
Ettinger,c_000000681359__full-cat_2_7,Ettinger_c_000000681359,K00024,malate dehydrogenase [EC:1.1.1.37] [RN:R00342],carbon utilization,central carbon,TCA,"Citrate cycle (TCA cycle, Krebs cycle)",2,M
Ettinger,c_000000681359__full-cat_2_7,Ettinger_c_000000681359,K00024,malate dehydrogenase [EC:1.1.1.37] [RN:R00342],carbon utilization,central carbon,TCA,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",2,M
Ettinger,c_000000681359__full-cat_2_7,Ettinger_c_000000681359,K00024,malate dehydrogenase [EC:1.1.1.37] [RN:R00342],carbon utilization,central carbon,TCA,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",2,M
Ettinger,c_000000681359__full-cat_2_7,Ettinger_c_000000681359,K00024,malate dehydrogenase [EC:1.1.1.37] [RN:R00342],carbon utilization,central carbon,glycolysis,Glyoxylate cycle,2,M
Ettinger,c_000000681359__full-cat_2_7,Ettinger_c_000000681359,K00024,malate dehydrogenase [EC:1.1.1.37] [RN:R00342],Energy,C1,NA,Reductive citrate cycle (Arnon-Buchanan cycle),2,M
Ettinger,c_000000681359__full-cat_2_7,Ettinger_c_000000681359,K00024,malate dehydrogenase [EC:1.1.1.37] [RN:R00342],Energy,C1,NA,Dicarboxylate-hydroxybutyrate cycle,2,M
Ettinger,c_000000681359__full-cat_2_7,Ettinger_c_000000681359,K00024,malate dehydrogenase [EC:1.1.1.37] [RN:R00342],Organic Nitrogen,Amino Acid,NA,Methylaspartate cycle,2,M
Ettinger,c_000000684851__full-cat_2_4,Ettinger_c_000000684851,K02913,large subunit ribosomal protein L33,MISC,Information systems,NA,"Ribosome, bacteria",3,MF
Ettinger,c_000000686897__full-cat_2_3,Ettinger_c_000000686897,K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063],carbon utilization,central carbon,glycolysis,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",3,MKF
Ettinger,c_000000686897__full-cat_2_3,Ettinger_c_000000686897,K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063],carbon utilization,central carbon,glycolysis,"Glycolysis, core module involving three-carbon compounds",3,MKF
Ettinger,c_000000686897__full-cat_2_3,Ettinger_c_000000686897,K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063],carbon utilization,central carbon,glycolysis,"Gluconeogenesis, oxaloacetate => fructose-6P",3,MKF
Ettinger,c_000000686897__full-cat_2_3,Ettinger_c_000000686897,K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061],carbon utilization,central carbon,glycolysis,"Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P",3,MKF
Ettinger,c_000000686897__full-cat_2_3,Ettinger_c_000000686897,K00134,glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061],carbon utilization,central carbon,glycolysis,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",3,MKF
Ettinger,c_000000686897__full-cat_2_3,Ettinger_c_000000686897,K00134,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063],Energy,C1,NA,Reductive pentose phosphate cycle (Calvin cycle),3,MKF
Ettinger,c_000000686897__full-cat_2_3,Ettinger_c_000000686897,K00134,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063],Energy,C1,NA,"Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P",3,MKF
Ettinger,c_000000687053__full-cat_2_4,Ettinger_c_000000687053,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000000705296__full-cat_2_3,Ettinger_c_000000705296,K01835,phosphoglucomutase [EC:5.4.2.2] [RN:R00959],MISC,Information systems,Nucleotide,"Nucleotide sugar biosynthesis, glucose => UDP-glucose",3,MKF
Ettinger,c_000000708715__full-cat_1_4,Ettinger_c_000000708715,K12537,hasE; protease secretion protein HasE,Transporters,NA,NA,Hemophore/metalloprotease transport system,2,MTF
Ettinger,c_000000711315__0_partial-cat_1_6,Ettinger_c_000000711315,GT5,"GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MK
Ettinger,c_000000711315__0_partial-cat_1_6,Ettinger_c_000000711315,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MK
Ettinger,c_000000711315__0_partial-cat_1_8,Ettinger_c_000000711315,NA,NA,NA,NA,NA,NA,2,MK
Ettinger,c_000000711315__0_partial-cat_1_9,Ettinger_c_000000711315,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,2,M
Ettinger,c_000000716890__full-cat_1_5,Ettinger_c_000000716890,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000000727044__full-cat_1_28,Ettinger_c_000000727044,NA,NA,NA,NA,NA,NA,1,MK
Ettinger,c_000000727044__full-cat_1_30,Ettinger_c_000000727044,K00560,thymidylate synthase [EC:2.1.1.45] [RN:R02101],MISC,Information systems,Nucleotide,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",1,M
Ettinger,c_000000727044__full-cat_1_47,Ettinger_c_000000727044,PL14,"PL14 alginate lyase (EC 4.2.2.3); exo-oligoalginate lyase (EC 4.2.2.26); beta-1,4-glucuronan lyase (EC 4.2.2.14)",carbon utilization,CAZY,NA,Polysaccharide Lyases,2,MF
Ettinger,c_000000738200__full-cat_1_6,Ettinger_c_000000738200,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000000738200__full-cat_1_9,Ettinger_c_000000738200,GH5,"GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);",carbon utilization,CAZY,"Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage",Glycoside Hydrolases,2,MF
Ettinger,c_000000738200__full-cat_1_9,Ettinger_c_000000738200,GH148,"GH148 beta-1,3-glucanase (EC 3.2.1.-)",carbon utilization,CAZY,NA,Glycoside Hydrolases,2,MF
Ettinger,c_000000747477__full-cat_1_3,Ettinger_c_000000747477,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000000747477__full-cat_1_5,Ettinger_c_000000747477,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MF
Ettinger,c_000000747477__full-cat_1_6,Ettinger_c_000000747477,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000000750266__full-cat_1_6,Ettinger_c_000000750266,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000000753478__full-cat_2_3,Ettinger_c_000000753478,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MKF
Ettinger,c_000000756648__full-cat_1_11,Ettinger_c_000000756648,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000000760615__0_partial_1-cat_1_2,Ettinger_c_000000760615,NA,NA,NA,NA,NA,NA,1,MKF
Ettinger,c_000000760615__0_partial_1-cat_1_20,Ettinger_c_000000760615,K00640,serine O-acetyltransferase [EC:2.3.1.30] [RN:R00586],Organic Nitrogen,Amino Acid,NA,"Cysteine biosynthesis, serine => cysteine",1,MK
Ettinger,c_000000768466__full-cat_2_2,Ettinger_c_000000768466,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MF
Ettinger,c_000000781086__full-cat_1_9,Ettinger_c_000000781086,NA,NA,NA,NA,NA,NA,1,MKTF
Ettinger,c_000000793449__full-cat_2_3,Ettinger_c_000000793449,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000000811280__full-cat_2_2,Ettinger_c_000000811280,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000000811280__full-cat_2_3,Ettinger_c_000000811280,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000000812627__full-cat_1_14,Ettinger_c_000000812627,NA,NA,NA,NA,NA,NA,1,MKF
Ettinger,c_000000827827__full-cat_2_2,Ettinger_c_000000827827,K03939,NDUFS6; NADH dehydrogenase (ubiquinone) Fe-S protein 6,Energy,Electron transport Chain,NA,"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",3,MF
Ettinger,c_000000856677__full-cat_1_10,Ettinger_c_000000856677,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000000856677__full-cat_1_11,Ettinger_c_000000856677,NA,NA,NA,NA,NA,NA,1,MKF
Ettinger,c_000001064625__full-cat_1_32,Ettinger_c_000001064625,CBM13,"CBM13 Modules of approx. 150 residues which always appear as a threefold internal repeat. The only apparent exception to this, xylanase II of Actinomadura sp. FC7 (GenBank U08894), is in fact not completely sequenced. These modules were first identified in several plant lectins such as ricin or agglutinin of Ricinus communis which bind galactose residues. The three-dimensional structure of a plant lectin has been determined and displays a pseudo-threefold symmetry in accord with the observed sequence threefold repeat. These modules have since been found in a number of other proteins of various functions including glycoside hydrolases and glycosyltransferases. While in the plant lectins this module binds mannose, binding to xylan has been demonstrated in the Streptomyces lividans xylanase A and arabinofuranosidase B. Binding to GalNAc has been shown for the corresponding module of GalNAc transferase 4. For the other proteins, the binding specificity of these modules has not been established. The pseudo three-fold symmetry of the CBM13 module has now been confirmed in the 3-D structure of the intact, two-domain, xylanase of Streptomyces olivaceoviridis.",carbon utilization,CAZY,NA,Carbohydrate-Binding Modules,1,M
Ettinger,c_000001742291__full_1-cat_1_7,Ettinger_c_000001742291,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,2,MF
Ettinger,c_000001742291__full_1-cat_1_9,Ettinger_c_000001742291,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,2,M
Ettinger,c_000002314019__0_partial_1-cat_1_15,Ettinger_c_000002314019,M04,"Catlytic type: Metallo; cleave of Xaa+Yaa, in which Xaa is a hydrophobic residue and Yaa is Leu, Phe, Ile, or Val; secreted enzymes that degrade extracellular proteins and peptides for bacterial nutrition; member is thermolysin",Organic Nitrogen,Peptidase,NA,Metalloendopeptidases,2,M
Ettinger,c_000002423809__full_1-cat_1_20,Ettinger_c_000002423809,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000002431730__full_1-cat_1_84,Ettinger_c_000002431730,GT90,"GT90 UDP-Xyl: (mannosyl) glucuronoxylomannan/galactoxylomannan beta-1,2-xylosyltransferase (EC 2.4.2.-); UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-); UDP-Xyl: protein O-beta-xylosyltransferase (EC 2.4.2.-)",carbon utilization,CAZY,NA,GlycosylTransferases,2,M
Ettinger,c_000002466019__0_partial-cat_1_4,Ettinger_c_000002466019,GH92,"GH92 mannosyl-oligosaccharide alpha-1,2-mannosidase (EC 3.2.1.113); mannosyl-oligosaccharide alpha-1,3-mannosidase (EC 3.2.1.-); mannosyl-oligosaccharide alpha-1,6-mannosidase (EC 3.2.1.-); alpha-mannosidase (EC 3.2.1.24); alpha-1,2-mannosidase (EC 3.2.1.-); alpha-1,3-mannosidase (EC 3.2.1.-); alpha-1,4-mannosidase (EC 3.2.1.-); mannosyl-1-phosphodiester alpha-1,P-mannosidase (EC 3.2.1.-)",carbon utilization,CAZY,Alpha-mannan Oligo Cleavage (Hemicellulose),Glycoside Hydrolases,2,MKF
Ettinger,c_000002466019__0_partial-cat_1_5,Ettinger_c_000002466019,T02,Catlytic type: Threonine; hydrolyses the GlcNAc+Asn (the natural linkage structure between protein and carbohydrate in Asn-linked glycoproteins) and taspase-1 which cleaves aspartyl bonds D+GADD and D+GVDD,Organic Nitrogen,Peptidase,NA,N-terminal nucleophile hydrolases,2,M
Ettinger,c_000002848494__full-cat_1_89,Ettinger_c_000002848494,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,2,MT
Ettinger,c_000002952918__full-cat_2_10,Ettinger_c_000002952918,GT5,"GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MK
Ettinger,c_000002952918__full-cat_2_10,Ettinger_c_000002952918,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MK
