	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with host benefits	Viral genes with unknown function	Viral structure genes	Viral replication genes	Viral genes with viral benefits
k141_1483278__full-cat_1	1	False	False	7	2	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_1487753__full-cat_1	1	False	False	7	0	0	False	0.0	5.0	0.0	2.0	0.0	0.0	0.0
k141_1488574__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1489172__full-cat_2	2	False	False	14	5	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_1497730__full-cat_2	2	False	False	7	3	0	False	0.2857142857142857	5.0	2.0	0.0	0.0	0.0	0.0
k141_1499557__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_1499570__full-cat_1	1	False	False	15	0	0	False	0.0	10.0	2.0	1.0	1.0	1.0	0.0
k141_150007__full-cat_1	1	False	False	11	0	0	False	0.09090909090909091	9.0	1.0	1.0	0.0	0.0	0.0
k141_15012__full-cat_1	1	False	False	8	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	1.0
k141_1502145__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_1503884__lt2gene-cat_1	1	False	False	1	0	0	False	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k141_1505235__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_1506119__full-cat_2	2	False	False	9	4	0	False	0.2222222222222222	7.0	2.0	0.0	0.0	0.0	0.0
k141_1507256__full-cat_2	2	False	False	9	5	0	False	0.0	7.0	0.0	2.0	0.0	0.0	0.0
k141_1510805__full-cat_1	1	False	False	10	5	0	False	0.0	8.0	0.0	1.0	1.0	0.0	0.0
k141_1511332__full-cat_2	2	False	False	9	5	0	False	0.1111111111111111	7.0	1.0	1.0	0.0	0.0	0.0
k141_1513256__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_1515393__full-cat_2	2	False	False	5	0	0	False	0.4	3.0	2.0	0.0	0.0	0.0	0.0
k141_1516981__full-cat_2	2	False	False	27	10	0	False	0.0	27.0	0.0	0.0	0.0	0.0	0.0
k141_1517493__full-cat_2	2	False	False	6	0	1	False	0.0	1.0	3.0	2.0	0.0	0.0	0.0
k141_1518784__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	2.0	1.0	0.0	0.0	0.0	0.0
k141_1522660__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_1523838__full-cat_2	2	False	False	5	1	0	False	0.2	3.0	1.0	1.0	0.0	0.0	0.0
k141_1529164__full-cat_2	2	False	False	4	0	0	False	0.25	2.0	1.0	1.0	0.0	0.0	0.0
k141_1529214__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_1530118__full-cat_1	1	False	False	11	4	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_1537508__full-cat_2	2	False	False	9	1	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1538081__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_1538914__0_partial_1-cat_1	1	False	False	19	6	0	False	0.0	14.0	4.0	0.0	1.0	0.0	0.0
k141_153__full-cat_1	1	False	False	10	0	0	False	0.0	7.0	0.0	3.0	0.0	0.0	0.0
k141_1540370__0_partial-cat_1	1	False	False	9	1	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1543099__full-cat_1	1	False	False	13	0	0	False	0.07692307692307693	4.0	5.0	1.0	2.0	1.0	0.0
k141_1546626__full-cat_1	1	False	False	47	4	0	False	0.0	36.0	1.0	7.0	0.0	3.0	0.0
k141_15491__full-cat_1	1	False	False	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
k141_1551352__0_partial-cat_1	1	False	False	13	3	0	False	0.3076923076923077	9.0	4.0	0.0	0.0	0.0	0.0
k141_1554835__full-cat_1	1	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1555800__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_1557669__full-cat_2	2	False	False	8	2	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_1557686__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_1558889__full-cat_1	1	False	False	6	1	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_1559882__full-cat_2	2	False	False	10	3	0	False	0.0	7.0	0.0	3.0	0.0	0.0	0.0
k141_1561090__full-cat_2	2	False	False	8	3	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
k141_1563033__full-cat_1	1	False	False	6	0	0	False	0.0	4.0	0.0	2.0	0.0	0.0	0.0
k141_1563892__full-cat_1	1	False	False	12	5	0	False	0.0	9.0	0.0	3.0	0.0	0.0	0.0
k141_1564362__full_1-cat_2	2	False	False	5	0	0	False	0.0	3.0	1.0	1.0	0.0	0.0	0.0
k141_1564937__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_1565832__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1568970__full-cat_2	2	False	False	6	4	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_1569664__full-cat_2	2	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_1572373__0_partial-cat_1	1	False	False	23	7	1	False	0.2608695652173913	16.0	6.0	1.0	0.0	0.0	0.0
k141_1574538__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_1577788__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_1581516__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1582707__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_158408__full-cat_2	2	False	False	34	0	0	False	0.029411764705882353	29.0	3.0	2.0	0.0	0.0	0.0
k141_1584485__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_1588818__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1594644__full_1-cat_1	1	False	False	2	0	0	False	0.0	1.0	0.0	1.0	0.0	0.0	0.0
k141_1600055__full-cat_2	2	False	False	9	3	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_1600393__full-cat_1	1	False	False	23	0	0	False	0.0	14.0	0.0	4.0	2.0	3.0	0.0
k141_1601732__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_160338__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_1608133__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_1610508__full-cat_2	2	False	False	8	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	1.0
k141_1611512__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_1615979__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_1616958__full-cat_2	2	False	False	5	3	0	False	0.0	4.0	0.0	0.0	0.0	1.0	0.0
k141_1618566__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_1618733__full-cat_2	2	False	False	9	1	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1618850__full-cat_2	2	False	False	3	2	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_1626011__full-cat_1	1	False	False	45	2	0	False	0.0	27.0	3.0	9.0	3.0	3.0	0.0
k141_1632593__full-cat_1	1	False	False	68	2	0	False	0.029411764705882353	54.0	4.0	8.0	1.0	1.0	0.0
k141_1632634__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_1649823__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	0.0	0.0	0.0	1.0	0.0
k141_1656722__full-cat_2	2	False	False	9	3	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1657006__full-cat_1	1	False	False	155	13	1	False	0.0064516129032258064	141.0	4.0	10.0	0.0	0.0	0.0
k141_1662352__full-cat_1	1	False	False	23	0	0	False	0.0	21.0	0.0	2.0	0.0	0.0	0.0
k141_1668333__full_1-cat_1	1	False	False	16	0	0	False	0.0	13.0	2.0	0.0	1.0	0.0	0.0
k141_1672652__full-cat_1	1	False	False	11	0	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
k141_167806__full-cat_2	2	False	False	9	1	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_1679304__full-cat_1	1	False	False	13	0	0	False	0.0	10.0	0.0	3.0	0.0	0.0	0.0
k141_1682298__full-cat_1	1	False	False	16	0	0	False	0.0	13.0	1.0	1.0	1.0	0.0	0.0
k141_1685520__full-cat_1	1	False	False	14	0	0	False	0.0	13.0	0.0	1.0	0.0	0.0	0.0
k141_1686057__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_1690157__full-cat_1	1	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_1693936__full-cat_2	2	False	False	9	6	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1704183__full-cat_2	2	False	False	25	0	0	False	0.04	22.0	2.0	1.0	0.0	0.0	0.0
k141_170575__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_1711684__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_1713345__full-cat_2	2	False	False	2	1	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_1715985__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1718643__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1719590__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	3.0	2.0	0.0	0.0	1.0	0.0
k141_1721237__full-cat_1	1	False	False	7	1	0	False	0.0	4.0	0.0	3.0	0.0	0.0	0.0
k141_172586__full-cat_2	2	False	False	17	2	0	False	0.0	14.0	0.0	3.0	0.0	0.0	0.0
k141_1726171__full-cat_2	2	False	False	11	0	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_172691__full-cat_1	1	False	False	6	1	0	False	0.0	3.0	2.0	0.0	0.0	1.0	0.0
k141_1727088__0_partial-cat_2	2	False	False	4	0	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_172946__full-cat_1	1	False	False	10	0	0	False	0.0	6.0	2.0	1.0	1.0	0.0	0.0
k141_1731804__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_1732617__full-cat_2	2	False	False	9	5	0	False	0.1111111111111111	7.0	1.0	1.0	0.0	0.0	0.0
k141_1733567__full-cat_2	2	False	False	12	2	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_1735069__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1735959__full-cat_1	1	False	False	6	1	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_1736493__full-cat_2	2	False	False	2	1	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_1739770__full-cat_1	1	False	False	17	1	1	False	0.058823529411764705	10.0	5.0	2.0	0.0	0.0	0.0
k141_1740298__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_1741659__full-cat_1	1	False	False	5	0	0	False	0.0	2.0	0.0	1.0	0.0	2.0	0.0
k141_1746217__full-cat_2	2	False	False	20	2	0	False	0.0	18.0	1.0	1.0	0.0	0.0	0.0
k141_1748516__full-cat_2	2	False	False	15	5	0	False	0.0	13.0	0.0	2.0	0.0	0.0	0.0
k141_1750475__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_1750711__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_1754989__full-cat_1	1	False	False	10	3	0	False	0.1	9.0	1.0	0.0	0.0	0.0	0.0
k141_1756373__full-cat_2	2	False	False	11	3	0	False	0.09090909090909091	8.0	1.0	2.0	0.0	0.0	0.0
k141_1756569__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_1757619__full-cat_2	2	False	False	3	0	0	True	0.0	2.0	0.0	0.0	0.0	1.0	0.0
k141_1760253__full-cat_2	2	False	False	4	3	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_1760963__full-cat_2	2	False	False	4	1	1	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_1761144__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_17651__full-cat_2	2	False	False	10	0	0	False	0.0	8.0	0.0	2.0	0.0	0.0	0.0
k141_1765918__full-cat_1	1	False	False	6	2	1	False	0.0	4.0	0.0	2.0	0.0	0.0	0.0
k141_1766223__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_1767094__full-cat_2	2	False	False	10	0	0	False	0.2	8.0	2.0	0.0	0.0	0.0	0.0
k141_1767654__full-cat_2	2	False	False	10	1	0	True	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_1768751__full-cat_1	1	False	False	21	1	0	False	0.0	20.0	0.0	0.0	1.0	0.0	0.0
k141_1770553__full-cat_2	2	False	False	35	4	8	False	0.05714285714285714	29.0	2.0	4.0	0.0	0.0	0.0
k141_1773311__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_1776759__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_1779934__full-cat_1	1	False	False	10	0	0	False	0.0	7.0	2.0	1.0	0.0	0.0	0.0
k141_1781670__full-cat_1	1	False	False	15	0	0	False	0.0	10.0	1.0	3.0	1.0	0.0	0.0
k141_1785575__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	0.0	0.0	0.0	1.0	0.0
k141_1787463__full-cat_1	1	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_1789634__full-cat_1	1	False	False	14	0	0	False	0.0	10.0	0.0	4.0	0.0	0.0	0.0
k141_178975__full-cat_2	2	False	False	10	3	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_1790110__full-cat_2	2	False	False	7	3	0	False	0.0	5.0	1.0	1.0	0.0	0.0	0.0
k141_1792490__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1792817__full-cat_1	1	False	False	13	0	0	False	0.0	9.0	0.0	1.0	1.0	2.0	0.0
k141_1793605__full-cat_2	2	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_1797266__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_17975__full-cat_1	1	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_1798577__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1798678__full-cat_2	2	False	False	7	2	0	False	0.0	5.0	1.0	1.0	0.0	0.0	0.0
k141_1798798__full-cat_2	2	False	False	4	2	0	False	0.0	1.0	0.0	3.0	0.0	0.0	0.0
k141_1800640__full-cat_2	2	False	False	9	1	0	False	0.0	7.0	0.0	2.0	0.0	0.0	0.0
k141_1801429__full-cat_2	2	False	False	22	3	0	False	0.0	18.0	0.0	4.0	0.0	0.0	0.0
k141_1801633__full-cat_2	2	False	False	11	0	0	False	0.0	10.0	0.0	0.0	1.0	0.0	0.0
k141_1803990__full-cat_2	2	False	False	11	2	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_1804367__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_1804894__full-cat_1	1	False	False	13	2	0	False	0.0	11.0	0.0	2.0	0.0	0.0	0.0
k141_1805473__full-cat_1	1	False	False	72	2	0	False	0.0	66.0	1.0	5.0	0.0	0.0	0.0
k141_1806839__full-cat_1	1	False	False	10	0	0	False	0.0	8.0	1.0	0.0	1.0	0.0	0.0
k141_1806901__full-cat_2	2	False	False	8	1	0	False	0.125	6.0	1.0	1.0	0.0	0.0	0.0
k141_1808549__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	4.0	2.0	0.0	0.0	0.0	0.0
k141_1809352__full-cat_2	2	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_1818640__full-cat_1	1	False	False	8	2	0	False	0.0	6.0	0.0	2.0	0.0	0.0	0.0
k141_1819780__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_1821304__full-cat_1	1	False	False	18	0	0	False	0.0	18.0	0.0	0.0	0.0	0.0	0.0
k141_1822870__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_1824176__full-cat_1	1	False	False	34	1	0	False	0.058823529411764705	23.0	4.0	7.0	0.0	0.0	0.0
k141_1825014__full-cat_1	1	False	False	23	0	0	False	0.0	8.0	3.0	9.0	3.0	0.0	0.0
k141_1831052__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	0.0	0.0	1.0	0.0
k141_1832538__full-cat_2	2	False	False	4	3	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_1836645__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_1838170__full-cat_2	2	False	False	7	5	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_183914__full-cat_2	2	False	False	13	0	0	False	0.0	11.0	0.0	2.0	0.0	0.0	0.0
k141_1841307__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	0.0	1.0	0.0	0.0	0.0
k141_1844923__full-cat_2	2	False	False	10	4	0	False	0.0	8.0	0.0	2.0	0.0	0.0	0.0
k141_1845665__full-cat_1	1	False	False	13	0	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_1847413__full-cat_2	2	False	False	23	14	0	False	0.0	23.0	0.0	0.0	0.0	0.0	0.0
k141_1847776__full-cat_1	1	False	False	12	3	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_1849779__full-cat_1	1	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_1850907__full-cat_1	1	False	False	5	0	0	False	0.0	2.0	0.0	1.0	0.0	2.0	0.0
k141_1855769__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	2.0	1.0	0.0	0.0	0.0	0.0
k141_1855825__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1856155__full-cat_1	1	False	False	8	2	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_1856748__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
k141_1862823__full-cat_2	2	False	False	10	4	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_1863733__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_1864067__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_1865010__full-cat_2	2	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_1867223__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	5.0	2.0	0.0	0.0	0.0	0.0
k141_1871369__full-cat_2	2	False	False	11	3	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_1873152__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_1878188__full-cat_2	2	False	False	15	2	0	False	0.0	14.0	0.0	1.0	0.0	0.0	0.0
k141_187883__full-cat_2	2	False	False	44	18	0	False	0.022727272727272728	35.0	4.0	5.0	0.0	0.0	0.0
k141_1882440__full-cat_2	2	False	False	9	5	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1882748__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_188384__full-cat_2	2	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_1884752__full_1-cat_1	1	False	False	10	0	0	False	0.0	8.0	0.0	2.0	0.0	0.0	0.0
k141_1886979__full-cat_2	2	False	False	9	2	1	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1887092__full-cat_2	2	False	False	7	4	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_188732__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	5.0	1.0	1.0	0.0	0.0	0.0
k141_1888131__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_1890917__full-cat_2	2	False	False	18	0	0	False	0.0	17.0	1.0	0.0	0.0	0.0	0.0
k141_1895123__full-cat_1	1	False	False	20	2	0	False	0.0	18.0	1.0	1.0	0.0	0.0	0.0
k141_1902370__full-cat_2	2	False	False	10	5	1	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_1902970__full-cat_2	2	False	False	11	4	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_1903425__0_partial_1-cat_1	1	False	False	17	1	0	False	0.058823529411764705	12.0	1.0	3.0	0.0	1.0	0.0
k141_1903899__full-cat_2	2	False	False	5	1	0	False	0.0	1.0	2.0	2.0	0.0	0.0	0.0
k141_1906034__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_1911596__full-cat_2	2	False	False	9	3	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_19124__full-cat_1	1	False	False	34	7	3	False	0.058823529411764705	29.0	3.0	2.0	0.0	0.0	0.0
k141_1915673__full-cat_1	1	False	False	6	0	0	False	0.0	2.0	1.0	3.0	0.0	0.0	0.0
k141_191717__full-cat_1	1	False	False	20	5	0	False	0.0	19.0	0.0	0.0	0.0	1.0	0.0
k141_1920882__full-cat_1	1	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_1926397__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2.0	1.0	0.0	0.0	0.0	0.0
k141_1926449__full-cat_1	1	False	False	6	1	0	False	0.0	2.0	1.0	2.0	0.0	1.0	0.0
k141_1928304__full-cat_2	2	False	False	14	7	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_1931129__full-cat_2	2	False	False	9	1	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_1935672__full-cat_2	2	False	False	18	5	1	False	0.0	18.0	0.0	0.0	0.0	0.0	0.0
k141_193922__full-cat_2	2	False	False	15	9	1	False	0.13333333333333333	11.0	2.0	2.0	0.0	0.0	0.0
k141_1940680__full-cat_2	2	False	False	6	3	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_194687__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_1948867__full-cat_2	2	False	False	7	5	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_1952480__full-cat_2	2	False	False	5	0	2	False	0.2	3.0	1.0	1.0	0.0	0.0	0.0
k141_1953879__full-cat_2	2	False	False	6	1	1	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_1957448__full-cat_2	2	False	False	10	4	1	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_1959457__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_1961539__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_196399__full-cat_2	2	False	False	8	2	0	True	0.0	6.0	2.0	0.0	0.0	0.0	0.0
k141_1965191__full-cat_2	2	False	False	7	4	1	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_196548__full-cat_2	2	False	False	10	5	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_198168__full-cat_2	2	False	False	17	7	0	False	0.0	16.0	0.0	1.0	0.0	0.0	0.0
k141_1983419__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1985273__full-cat_2	2	False	False	14	4	0	False	0.07142857142857142	13.0	1.0	0.0	0.0	0.0	0.0
k141_1986753__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	6.0	1.0	1.0	0.0	0.0	1.0
k141_198766__full-cat_2	2	False	False	9	2	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1990738__full-cat_2	2	False	False	12	1	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_1993652__full-cat_1	1	False	False	7	0	0	False	0.0	4.0	3.0	0.0	0.0	0.0	0.0
k141_199663__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_2001471__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_2006029__full-cat_2	2	False	False	17	1	0	False	0.11764705882352941	13.0	3.0	1.0	0.0	0.0	0.0
k141_2007256__full-cat_1	1	False	False	94	3	0	False	0.031914893617021274	80.0	3.0	11.0	0.0	0.0	0.0
k141_2007348__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2007426__full-cat_2	2	False	False	25	2	0	False	0.04	21.0	1.0	3.0	0.0	0.0	0.0
k141_2008806__full-cat_1	1	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2009388__full-cat_2	2	False	False	7	4	0	False	0.2857142857142857	5.0	2.0	0.0	0.0	0.0	0.0
k141_2009787__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2011336__full-cat_2	2	False	False	5	2	0	False	0.2	3.0	2.0	0.0	0.0	0.0	0.0
k141_201184__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	0.0	1.0	0.0	0.0
k141_2013624__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2013656__full-cat_1	1	False	False	16	7	0	False	0.0625	13.0	3.0	0.0	0.0	0.0	0.0
k141_2013890__full-cat_1	1	False	False	22	1	0	False	0.0	17.0	1.0	2.0	0.0	2.0	0.0
