	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral genes with host benefits	Viral hypothetical genes	Viral genes with unknown function	Viral genes with viral benefits	Viral replication genes	Viral structure genes
c_000001977939__full-cat_1	1	False	False	9	0	0	False	0.0	2.0	1.0	3.0	0.0	1.0	2.0
c_000001980057__full-cat_2	2	False	False	9	0	0	False	0.0	0.0	9.0	0.0	0.0	0.0	0.0
c_000001981149__full-cat_2	2	False	False	5	3	0	False	0.0	0.0	4.0	1.0	0.0	0.0	0.0
c_000001984050__full-cat_1	1	False	False	33	3	0	False	0.06060606060606061	5.0	23.0	3.0	1.0	0.0	1.0
c_000001984492__full-cat_2	2	False	False	5	1	1	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001985022__full-cat_2	2	False	False	14	6	0	False	0.0	0.0	14.0	0.0	0.0	0.0	0.0
c_000001987066__full-cat_1	1	False	False	19	4	0	False	0.10526315789473684	2.0	14.0	3.0	0.0	0.0	0.0
c_000001987774__full-cat_2	2	False	False	7	4	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000001987958__full-cat_2	2	False	False	8	4	0	False	0.0	1.0	7.0	0.0	0.0	0.0	0.0
c_000001990180__full-cat_2	2	False	False	5	2	2	False	0.4	2.0	3.0	0.0	0.0	0.0	0.0
c_000001991653__full-cat_2	2	False	False	12	4	0	False	0.0	0.0	12.0	0.0	0.0	0.0	0.0
c_000001991918__full-cat_1	1	False	False	12	0	0	False	0.0	2.0	7.0	2.0	0.0	1.0	0.0
c_000001995905__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	1.0	2.0	0.0	0.0	0.0	0.0
c_000001997997__full-cat_2	2	False	False	5	4	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
c_000001999413__full-cat_1	1	False	False	18	3	0	False	0.05555555555555555	3.0	13.0	2.0	0.0	0.0	0.0
c_000002000296__full-cat_2	2	False	False	6	2	0	False	0.0	0.0	6.0	0.0	0.0	0.0	0.0
c_000002001840__full-cat_2	2	False	False	27	14	0	False	0.0	0.0	27.0	0.0	0.0	0.0	0.0
c_000002002489__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	1.0	6.0	0.0	0.0	0.0	0.0
c_000002003343__full-cat_2	2	False	False	2	0	0	False	0.0	0.0	2.0	0.0	0.0	0.0	0.0
c_000002006582__full-cat_2	2	False	False	30	7	0	False	0.0	0.0	30.0	0.0	0.0	0.0	0.0
c_000002009640__full-cat_1	1	False	False	8	0	0	False	0.0	0.0	8.0	0.0	0.0	0.0	0.0
c_000002010018__full-cat_2	2	False	False	7	2	0	False	0.0	0.0	7.0	0.0	0.0	0.0	0.0
c_000002011795__full-cat_2	2	False	False	6	3	0	False	0.0	0.0	5.0	1.0	0.0	0.0	0.0
c_000002011817__full-cat_1	1	False	False	4	0	0	False	0.0	0.0	2.0	2.0	0.0	0.0	0.0
c_000002011902__full-cat_2	2	False	False	5	4	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
