user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Bin_METABAT__371_1-contigs.cleaned	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_905182475.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__Luteolibacter sp905182475	77.33	0.145	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905478925.1, s__Luteolibacter sp905478925, 95.0, 77.98, 0.139; GCA_017798145.1, s__Luteolibacter sp017798145, 95.0, 77.33, 0.13; GCA_018402445.1, s__Luteolibacter sp018402445, 95.0, 77.19, 0.11; GCA_014379305.1, s__Luteolibacter sp014379305, 95.0, 76.86, 0.097; GCA_007126655.1, s__Luteolibacter sp007126655, 95.0, 76.82, 0.041; GCA_005787565.1, s__Luteolibacter sp005787565, 95.0, 76.81, 0.04; GCA_903919975.1, s__Luteolibacter sp903919975, 95.0, 76.75, 0.053; GCF_016595465.1, s__Luteolibacter yonseiensis, 95.0, 76.57, 0.047; GCF_016595435.1, s__Luteolibacter pohnpeiensis, 95.0, 76.5, 0.049; GCA_903906515.1, s__Luteolibacter sp903906515, 95.0, 76.44, 0.046; GCA_003820635.1, s__Luteolibacter sp003820635, 95.0, 76.42, 0.048; GCA_903888515.1, s__Luteolibacter sp903888515, 95.0, 76.39, 0.027; GCA_012032235.1, s__Luteolibacter sp012032235, 95.0, 76.3, 0.036; GCA_008932935.1, s__Luteolibacter sp008932935, 95.0, 76.22, 0.023; GCA_903909905.1, s__Luteolibacter sp903909905, 95.0, 76.16, 0.07; GCA_018969605.1, s__Luteolibacter sp018969605, 95.0, 76.13, 0.056; GCA_002307065.1, s__Luteolibacter sp002307065, 95.0, 76.08, 0.049; GCF_018137965.1, s__Luteolibacter sp018137965, 95.0, 76.0, 0.032; GCA_017301995.1, s__Luteolibacter sp017301995, 95.0, 75.87, 0.039; GCA_903934285.1, s__Luteolibacter sp903934285, 95.0, 75.86, 0.028; GCA_903826205.1, s__Luteolibacter sp903826205, 95.0, 75.73, 0.023; GCA_004294095.1, s__Luteolibacter sp004294095, 95.0, 75.72, 0.035; GCA_008932955.1, s__Luteolibacter sp008932955, 95.0, 75.7, 0.029; GCA_903908495.1, s__Luteolibacter sp903908495, 95.0, 75.68, 0.025; GCA_903837825.1, s__Luteolibacter sp903837825, 95.0, 75.68, 0.04; GCA_009885905.1, s__Luteolibacter sp009885905, 95.0, 75.66, 0.039; GCA_903930425.1, s__Luteolibacter sp903930425, 95.0, 75.65, 0.024; GCA_903827375.1, s__Luteolibacter sp903827375, 95.0, 75.48, 0.025; GCA_016871685.1, s__Luteolibacter sp016871685, 95.0, 75.48, 0.037; GCA_903875675.1, s__Luteolibacter sp903875675, 95.0, 75.46, 0.019	89.85	11	0.98007	N/A
Bin_METABAT__372_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-146;f__SZUA-146;g__SZUA-146;s__	N/A	N/A	N/A	N/A	N/A	GCA_003228965.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-146;f__SZUA-146;g__SZUA-146;s__SZUA-146 sp003228965	77.85	0.257	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-146;f__SZUA-146;g__SZUA-146;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013002925.1, s__SZUA-146 sp013002925, 95.0, 76.26, 0.04	97.12	11	0.96114	N/A
Bin_METABAT__373_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003696835.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__J057;s__J057 sp003696835	75.56	0.011	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	87.93	11	0.81641	N/A
Bin_METABAT__374_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.65	11	0.82971	N/A
Bin_METABAT__375-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliishimia;s__	N/A	N/A	N/A	N/A	N/A	GCF_004803475.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliishimia;s__Aliishimia ponticola	76.89	0.175	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliishimia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.1	11	0.97071	N/A
Bin_METABAT__377-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.58	11	0.85403	N/A
Bin_METABAT__378_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Aureispira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Aureispira;s__	ANI	classification based on placement in class-level tree	GCF_000724545.1, s__Aureispira sp000724545, 95.0, 76.87, 0.125; GCA_902727865.1, s__Aureispira sp902727865, 95.0, 76.73, 0.129; GCA_905480485.1, s__Aureispira sp905480485, 95.0, 76.19, 0.054; GCA_905480075.1, s__Aureispira sp905480075, 95.0, 76.11, 0.035	91.92	11	0.93247	N/A
Bin_METABAT__38-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	57.05	11	0.76646	N/A
Bin_METABAT__380-contigs.cleaned	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter_A;s__	ANI	classification based on placement in class-level tree	GCF_000350145.1, s__Ilumatobacter_A nonamiensis, 95.0, 78.82, 0.374; GCF_000348785.1, s__Ilumatobacter_A coccineus, 95.0, 78.54, 0.423; GCA_013002175.1, s__Ilumatobacter_A sp013002175, 95.0, 77.94, 0.323; GCA_018666235.1, s__Ilumatobacter_A sp018666235, 95.0, 77.47, 0.259; GCA_905480335.1, s__Ilumatobacter_A sp905480335, 95.0, 77.45, 0.266; GCA_905182555.1, s__Ilumatobacter_A sp905182555, 95.0, 77.16, 0.212; GCA_002711735.1, s__Ilumatobacter_A sp002711735, 95.0, 76.13, 0.157	77.32	11	0.95427	N/A
Bin_METABAT__382-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__M30B80;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__M30B80;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	35.78	11	0.95858	N/A
Bin_METABAT__384-contigs.cleaned	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.79	11	0.72124	N/A
Bin_METABAT__385_1-contigs.cleaned	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__	ANI	classification based on placement in class-level tree	GCF_001642955.1, s__Rubripirellula obstinata, 95.0, 76.38, 0.069; GCA_002712845.1, s__Rubripirellula sp002712845, 95.0, 76.33, 0.061; GCA_007741535.1, s__Rubripirellula sp007741535, 95.0, 76.32, 0.096; GCF_007860125.1, s__Rubripirellula tenax, 95.0, 76.18, 0.09; GCF_007860175.1, s__Rubripirellula reticaptiva, 95.0, 76.15, 0.081; GCA_002689655.1, s__Rubripirellula sp002689655, 95.0, 76.14, 0.045; GCF_007859865.1, s__Rubripirellula amarantea, 95.0, 76.12, 0.059; GCA_002862205.1, s__Rubripirellula sp002862205, 95.0, 76.1, 0.05; GCA_012270385.1, s__Rubripirellula sp012270385, 95.0, 75.88, 0.032; GCA_003513555.1, s__Rubripirellula sp003513555, 95.0, 75.85, 0.047; GCA_012270065.1, s__Rubripirellula sp012270065, 95.0, 75.8, 0.045; GCA_002690925.1, s__Rubripirellula sp002690925, 95.0, 75.78, 0.038; GCA_016779185.1, s__Rubripirellula sp016779185, 95.0, 75.78, 0.035	81.49	11	0.9408	N/A
Bin_METABAT__386_1-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000766795.1, s__Polaribacter sp000766795, 95.0, 82.34, 0.65; GCF_014352875.1, s__Polaribacter sp014352875, 95.0, 82.23, 0.658; GCF_002163675.1, s__Polaribacter sp002163675, 95.0, 81.88, 0.651; GCF_014784055.1, s__Polaribacter haliotis, 95.0, 81.77, 0.642; GCF_001761365.1, s__Polaribacter vadi, 95.0, 81.77, 0.615; GCF_001975665.1, s__Polaribacter reichenbachii, 95.0, 81.69, 0.639; GCF_018861005.1, s__Polaribacter vadi_A, 95.0, 81.66, 0.628; GCF_009796785.1, s__Polaribacter sp009796785, 95.0, 81.49, 0.605; GCF_000687935.1, s__Polaribacter sp000687935, 95.0, 81.44, 0.608; GCF_002954605.1, s__Polaribacter butkevichii, 95.0, 81.29, 0.61; GCF_003129485.1, s__Polaribacter sp003129485, 95.0, 81.28, 0.65; GCF_002163835.1, s__Polaribacter sp002163835, 95.0, 81.21, 0.59; GCF_017569185.1, s__Polaribacter sp017569185, 95.0, 81.2, 0.601; GCF_005885675.1, s__Polaribacter aestuariivivens, 95.0, 81.19, 0.61; GCF_001640115.1, s__Polaribacter atrinae, 95.0, 81.15, 0.584; GCF_900105145.1, s__Polaribacter sp900105145, 95.0, 81.13, 0.6; GCF_016858305.2, s__Polaribacter sp016858305, 95.0, 80.99, 0.587; GCF_002814075.1, s__Polaribacter sejongensis, 95.0, 80.95, 0.583; GCA_019263805.1, s__Polaribacter sp011379025, 95.0, 80.95, 0.592; GCF_009832745.1, s__Polaribacter sp009832745, 95.0, 80.9, 0.636; GCF_002954685.1, s__Polaribacter porphyrae, 95.0, 80.79, 0.613; GCF_002831685.1, s__Polaribacter sp002831685, 95.0, 80.79, 0.568; GCF_002005425.1, s__Polaribacter sp002005425, 95.0, 80.79, 0.56; GCF_017498485.1, s__Polaribacter sp017498485, 95.0, 80.71, 0.579; GCF_007997075.1, s__Polaribacter sp007997075, 95.0, 80.64, 0.563; GCA_905480405.1, s__Polaribacter sp905480405, 95.0, 80.53, 0.568; GCF_001280865.1, s__Polaribacter dokdonensis, 95.0, 80.51, 0.548; GCF_000152945.2, s__Polaribacter sp000152945, 95.0, 80.5, 0.515; GCF_900106075.1, s__Polaribacter sp900106075, 95.0, 80.31, 0.515; GCF_002954665.1, s__Polaribacter glomeratus, 95.0, 80.28, 0.568; GCA_000981625.1, s__Polaribacter sp000981625, 95.0, 80.2, 0.542; GCA_905181765.1, s__Polaribacter sp905181765, 95.0, 80.13, 0.543; GCF_002943715.1, s__Polaribacter filamentus, 95.0, 80.04, 0.542; GCF_003335085.1, s__Polaribacter sp003335085, 95.0, 80.03, 0.546; GCF_007997085.1, s__Polaribacter sp007997085, 95.0, 79.83, 0.526; GCA_013373105.1, s__Polaribacter sp013373105, 95.0, 78.95, 0.488; GCF_002201235.1, s__Polaribacter tangerinus, 95.0, 78.8, 0.424; GCA_018608545.1, s__Polaribacter sp018608545, 95.0, 78.77, 0.439; GCA_003537695.1, s__Polaribacter sp003537695, 95.0, 78.57, 0.441; GCF_002954645.1, s__Polaribacter gangjinensis, 95.0, 78.51, 0.398; GCF_015767435.1, s__Polaribacter sp015767435, 95.0, 78.37, 0.366; GCA_018663625.1, s__Polaribacter sp018663625, 95.0, 78.25, 0.413; GCF_000153225.1, s__Polaribacter irgensii, 95.0, 78.18, 0.311; GCA_001873065.1, s__Polaribacter sp001873065, 95.0, 78.15, 0.333; GCA_002340765.1, s__Polaribacter sp002340765, 95.0, 78.09, 0.433; GCA_002471825.1, s__Polaribacter sp002471825, 95.0, 76.84, 0.125	80.0	11	0.97094	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_METABAT__389_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA4575;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA4575;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.9	11	0.89661	N/A
Bin_METABAT__391_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	ANI	classification based on placement in class-level tree	GCA_018657645.1, s__Halioglobus sp018657645, 95.0, 76.97, 0.039; GCF_009388985.1, s__Halioglobus maricola, 95.0, 76.88, 0.043; GCA_016744355.1, s__Halioglobus sp016744355, 95.0, 76.71, 0.054; GCF_902705825.1, s__Halioglobus japonicus_A, 95.0, 76.71, 0.046; GCF_001983995.1, s__Halioglobus japonicus, 95.0, 76.67, 0.046; GCA_004354085.1, s__Halioglobus sp004354085, 95.0, 76.59, 0.056; GCF_008370495.1, s__Halioglobus sp008370495, 95.0, 76.47, 0.035; GCA_000156295.1, s__Halioglobus sp000156295, 95.0, 76.39, 0.048; GCF_002866825.1, s__Halioglobus lutimaris, 95.0, 76.38, 0.038; GCF_003457605.1, s__Halioglobus sediminis, 95.0, 76.38, 0.056; GCA_003646415.1, s__Halioglobus sp003646415, 95.0, 76.32, 0.069; GCA_016704305.1, s__Halioglobus sp016704305, 95.0, 76.31, 0.036; GCA_905480565.1, s__Halioglobus sp905480565, 95.0, 76.24, 0.025; GCA_002862465.1, s__Halioglobus sp002862465, 95.0, 76.24, 0.041; GCA_009937575.1, s__Halioglobus sp009937575, 95.0, 76.14, 0.05; GCA_003646405.1, s__Halioglobus sp003646405, 95.0, 76.14, 0.059; GCF_004745945.1, s__Halioglobus sp004745945, 95.0, 76.06, 0.032; GCA_002862985.1, s__Halioglobus sp002862985, 95.0, 76.03, 0.045; GCA_002699145.1, s__Halioglobus sp002699145, 95.0, 75.95, 0.033; GCA_015222725.1, s__Halioglobus sp015222725, 95.0, 75.9, 0.059; GCA_013214285.1, s__Halioglobus sp013214285, 95.0, 75.81, 0.031	98.25	11	0.93631	N/A
Bin_METABAT__395_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.22	11	0.74369	N/A
Bin_METABAT__396_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__SXXS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__SXXS01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.07	11	0.94183	N/A
Bin_METABAT__398_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_014337925.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__Roseobacter litoralis_A	78.04	0.31	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_015644665.1, s__Roseobacter sp015644665, 95.0, 77.78, 0.288; GCF_000154785.2, s__Roseobacter litoralis, 95.0, 77.46, 0.177; GCF_000014045.1, s__Roseobacter denitrificans, 95.0, 77.26, 0.194; GCF_012932215.1, s__Roseobacter ponti, 95.0, 77.23, 0.203; GCF_009811755.1, s__Roseobacter cerasinus, 95.0, 77.21, 0.222	83.92	11	0.985	N/A
Bin_METABAT__399-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8317;f__UBA8317;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8317;f__UBA8317;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	72.99	11	0.79508	N/A
Bin_METABAT__4-contigs.cleaned	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__	N/A	N/A	N/A	N/A	N/A	GCA_905479845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__UBA4466 sp905479845	79.65	0.4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013373595.1, s__UBA4466 sp013373595, 95.0, 78.37, 0.254; GCA_002733985.1, s__UBA4466 sp002733985, 95.0, 78.15, 0.258; GCA_018402525.1, s__UBA4466 sp018402525, 95.0, 76.83, 0.064; GCA_015665275.1, s__UBA4466 sp015665275, 95.0, 76.82, 0.059; GCA_905478665.1, s__UBA4466 sp905478665, 95.0, 76.69, 0.055; GCA_002471375.1, s__UBA4466 sp002471375, 95.0, 76.57, 0.096; GCA_905480355.1, s__UBA4466 sp002389415, 95.0, 76.46, 0.041; GCA_003149635.1, s__UBA4466 sp003149635, 95.0, 76.44, 0.087; GCA_905480145.1, s__UBA4466 sp905480145, 95.0, 76.14, 0.056; GCA_013215515.1, s__UBA4466 sp013215515, 95.0, 76.09, 0.047; GCA_002427735.1, s__UBA4466 sp002427735, 95.0, 76.09, 0.05; GCA_015662935.1, s__UBA4466 sp015662935, 95.0, 76.04, 0.05; GCA_905182335.1, s__UBA4466 sp905182335, 95.0, 75.93, 0.064; GCA_002734065.2, s__UBA4466 sp002734065, 95.0, 75.72, 0.06; GCA_002709305.1, s__UBA4466 sp002709305, 95.0, 75.37, 0.028	76.03	11	0.98592	N/A
Bin_METABAT__401-contigs.cleaned	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	57.03	11	0.80038	N/A
Bin_METABAT__408-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	ANI	classification based on placement in class-level tree	GCA_013002205.1, s__Granulosicoccus sp013002205, 95.0, 76.67, 0.104; GCF_002215215.1, s__Granulosicoccus antarcticus, 95.0, 76.4, 0.075; GCA_002746645.1, s__Granulosicoccus sp002746645, 95.0, 76.35, 0.038	89.12	11	0.93543	N/A
Bin_METABAT__410_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	ANI	classification based on placement in class-level tree	GCA_013002205.1, s__Granulosicoccus sp013002205, 95.0, 76.38, 0.076; GCF_002215215.1, s__Granulosicoccus antarcticus, 95.0, 76.25, 0.062; GCA_002746645.1, s__Granulosicoccus sp002746645, 95.0, 76.0, 0.028	92.12	11	0.93528	N/A
Bin_METABAT__411_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__GCA-2696645;g__SPJV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_006844765.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__GCA-2696645;g__SPJV01;s__SPJV01 sp006844765	74.62	0.009	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__GCA-2696645;g__SPJV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	91.14	11	0.88535	N/A
Bin_METABAT__416_1-contigs.cleaned	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas_E;s__	N/A	N/A	N/A	N/A	N/A	GCF_018474025.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas_E;s__Alteromonas_E sp018474025	78.0	0.112	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas_E;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_002807665.1, s__Alteromonas_E facilis, 95.0, 78.31, 0.104; GCF_002807685.1, s__Alteromonas_E flava, 95.0, 78.18, 0.104	78.1	11	0.96033	N/A
